,ci_rsfes,ci_rsf,ci_cox,ci_gbm,ci_rotsf,,ibs_rsfes,ibs_rsf,ibs_cox,ibs_gbm,ibs_rotsf
51,0.850847458,0.881355932,0.857627119,0.829378531,0.874576271,,0.022982355,0.069492911,0.026730349,0.030426191,0.021646194
52,0.847328244,0.852780807,0.859323882,0.828789531,0.85387132,,0.027194783,0.08804703,0.026701448,0.029239552,0.026867993
53,0.820754717,0.823113208,0.760613208,0.794811321,0.804245283,,0.033121126,0.085180015,0.036208333,0.032945059,0.035843573
54,0.805418719,0.794334975,0.794334975,0.793103448,0.794334975,,0.024397976,0.103098508,0.02916324,0.029728485,0.026650337
55,0.882736156,0.88762215,0.827361564,0.85504886,0.912052117,,0.032847248,0.067326504,0.04828438,0.023423647,0.034155324
56,0.848331648,0.827098079,0.78463094,0.807886754,0.834175935,,0.032714934,0.101623844,0.038522543,0.028114731,0.033784287
57,0.793946449,0.806752037,0.779976717,0.734575087,0.793946449,,0.032192646,0.092720147,0.048856403,0.028268996,0.037732713
58,0.876152833,0.885375494,0.851119895,0.865612648,0.880105402,,0.020987343,0.065731393,0.024388451,0.026053221,0.021614582
59,0.863579474,0.841051314,0.893617021,0.822277847,0.844806008,,0.030175609,0.087305464,0.024859033,0.029962415,0.035241849
60,0.884543762,0.860335196,0.880819367,0.862197393,0.895716946,,0.019957915,0.062919775,0.03019071,0.024090095,0.01999655
61,0.858974359,0.876923077,0.861538462,0.855128205,0.882051282,,0.022812876,0.066098703,0.022504336,0.028509846,0.020286008
62,0.825284091,0.8125,0.816761364,0.832386364,0.825284091,,0.024944641,0.087121895,0.034442601,0.028754087,0.027410139
63,0.894209354,0.885300668,0.875278396,0.851893096,0.89532294,,0.031437785,0.068024531,0.041029633,0.033492946,0.034264865
64,0.842105263,0.815789474,0.840909091,0.85645933,0.838516746,,0.027730726,0.083917382,0.037786178,0.033220922,0.029405572
65,0.787309048,0.779083431,0.74853114,0.770857814,0.807285546,,0.034268117,0.113262952,0.050066139,0.033267031,0.037737894
66,0.818066158,0.838422392,0.77735369,0.781170483,0.792620865,,0.030522744,0.083885533,0.037704783,0.028422591,0.032648753
67,0.775086505,0.795847751,0.78200692,0.708838821,0.783737024,,0.029628049,0.093745672,0.036793514,0.024372233,0.031665937
68,0.796116505,0.792475728,0.776699029,0.765776699,0.792475728,,0.032121356,0.081077744,0.040889669,0.025307028,0.031772044
69,0.753357753,0.757020757,0.769230769,0.724938875,0.74969475,,0.029050245,0.088639256,0.034559788,0.023681327,0.031726605
70,0.830163043,0.824728261,0.850543478,0.789402174,0.832880435,,0.033026643,0.084944112,0.049557016,0.02906184,0.034164168
71,0.826809015,0.831553974,0.800711744,0.805456702,0.823250297,,0.024319688,0.059204862,0.039605343,0.033831357,0.027609159
72,0.830188679,0.844339623,0.795990566,0.786556604,0.824292453,,0.028133556,0.07717274,0.034820109,0.032577447,0.032839123
73,0.847826087,0.818322981,0.816770186,0.833850932,0.872670807,,0.021287546,0.057871547,0.021740285,0.025489006,0.020531482
74,0.771712159,0.801488834,0.813895782,0.734491315,0.791563275,,0.033085214,0.08663801,0.03125838,0.03544327,0.033080443
75,0.841854935,0.865636147,0.810939358,0.801426873,0.837098692,,0.027380109,0.070727619,0.034422531,0.032263569,0.028726749
76,0.829752066,0.836363636,0.838016529,0.765289256,0.781818182,,0.030074794,0.083900412,0.034398366,0.028868715,0.035888916
77,0.839160839,0.805361305,0.785547786,0.772727273,0.817016317,,0.030702036,0.100646941,0.029155484,0.032796563,0.033942744
78,0.81403118,0.832962138,0.800668151,0.767260579,0.827394209,,0.028156407,0.086281582,0.039832342,0.026289097,0.02725747
79,0.833124216,0.810539523,0.803011292,0.828105395,0.834378921,,0.026393137,0.082607157,0.031236139,0.026090796,0.027392949
80,0.8125,0.796875,0.782552083,0.77254902,0.783854167,,0.028648389,0.085994175,0.034486716,0.024678849,0.032370593
81,0.783333333,0.797619048,0.778571429,0.747619048,0.795238095,,0.033448091,0.102861391,0.041330774,0.039643569,0.033799209
82,0.835883171,0.831710709,0.802503477,0.812239221,0.835883171,,0.031790069,0.089525686,0.042517356,0.022796639,0.035152823
83,0.81097561,0.807926829,0.830792683,0.789634146,0.791158537,,0.02116147,0.070163577,0.022012203,0.030616989,0.021761558
84,0.770670827,0.781591264,0.786271451,0.706708268,0.773790952,,0.031429108,0.075700963,0.036966238,0.032875368,0.035508432
85,0.901785714,0.849702381,0.858630952,0.888392857,0.904761905,,0.020588955,0.065467813,0.026977211,0.026238515,0.019672295
86,0.861372813,0.831763122,0.792732167,0.820995962,0.846567968,,0.029017784,0.084603389,0.038239466,0.035050565,0.03195933
87,0.892938497,0.880410023,0.87357631,0.850797267,0.900911162,,0.023725659,0.061212335,0.027095122,0.030016304,0.025354469
88,0.85106383,0.819774718,0.857321652,0.841051314,0.848560701,,0.023303862,0.079661285,0.023836266,0.02615701,0.022725723
89,0.819727891,0.795918367,0.819727891,0.795918367,0.814058957,,0.027261647,0.086131979,0.041407014,0.025366193,0.027835426
90,0.805590851,0.787801779,0.770012706,0.785260483,0.796696315,,0.026640529,0.087495162,0.03046511,0.027786197,0.028092798
91,0.841584158,0.795379538,0.838283828,0.800330033,0.833333333,,0.030432067,0.125434368,0.042719313,0.022226636,0.03361197
92,0.858662614,0.85106383,0.841945289,0.844984802,0.834346505,,0.023450113,0.084095299,0.030205788,0.021997331,0.024962883
93,0.825949367,0.833860759,0.792721519,0.80221519,0.810126582,,0.020509946,0.072592042,0.021977565,0.026023569,0.021740433
94,0.831619537,0.78277635,0.71722365,0.805912596,0.811053985,,0.024317121,0.086294703,0.02813187,0.031409512,0.026404446
95,0.885514019,0.855140187,0.864485981,0.849299065,0.876168224,,0.026075263,0.087333941,0.02807819,0.027531669,0.024681381
96,0.888024883,0.869362364,0.849144635,0.853810264,0.877138414,,0.018777181,0.061691404,0.020418302,0.020807053,0.017733234
97,0.834152334,0.841523342,0.812039312,0.787469287,0.820638821,,0.027241275,0.073816624,0.03444261,0.029587402,0.027165728
98,0.882113821,0.882113821,0.869918699,0.883468835,0.867208672,,0.020137732,0.044112783,0.022177525,0.031136382,0.018865339
99,0.883256528,0.849462366,0.806451613,0.867895545,0.884792627,,0.023792561,0.081184203,0.026899711,0.028845819,0.022548025
100,0.856975381,0.821805393,0.858147714,0.819460727,0.821805393,,0.026806129,0.082415206,0.033241143,0.033001309,0.029753075
101,0.815987934,0.788838612,0.834087481,0.787330317,0.823529412,,0.025477186,0.073963186,0.029668411,0.024605235,0.026316882
102,0.894067797,0.898305085,0.866525424,0.866525424,0.873940678,,0.023407463,0.060424372,0.027697886,0.031675009,0.023195024
103,0.907038513,0.884462151,0.889774236,0.891102258,0.879150066,,0.023007676,0.071738278,0.021801181,0.021765075,0.022935212
104,0.88774003,0.892171344,0.856720827,0.8183161,0.883308715,,0.028354511,0.069979196,0.029831634,0.023878128,0.031126512
105,0.853587116,0.846266471,0.83601757,0.802342606,0.833089312,,0.025883659,0.081365392,0.030653442,0.027079752,0.030206042
106,0.876960193,0.87575392,0.856453559,0.851628468,0.860072376,,0.027153718,0.066902707,0.03831867,0.033073755,0.029043787
107,0.860201511,0.866498741,0.833753149,0.850125945,0.84256927,,0.029602293,0.079868305,0.033465291,0.023963342,0.033071448
108,0.821336761,0.803341902,0.777634961,0.804627249,0.812339332,,0.024668665,0.099364359,0.028373728,0.030665648,0.026704381
109,0.785103785,0.787545788,0.754578755,0.78021978,0.796092796,,0.025693286,0.075656944,0.025145826,0.028791313,0.026845123
110,0.845925926,0.851851852,0.826666667,0.825185185,0.828148148,,0.019898122,0.058776926,0.023070232,0.027091496,0.021820834
111,0.849578821,0.856799037,0.832731649,0.841155235,0.825511432,,0.026085607,0.061012008,0.026923363,0.030601267,0.029728897
112,0.886430678,0.865781711,0.8820059,0.876106195,0.859882006,,0.025095087,0.067498621,0.026795967,0.025200204,0.029132128
113,0.86548913,0.850543478,0.827445652,0.815217391,0.864130435,,0.023701952,0.07515294,0.028419579,0.023704762,0.024940935
114,0.900151286,0.878971256,0.872919818,0.889561271,0.895612708,,0.021303699,0.057325733,0.029039417,0.025862372,0.019238763
115,0.829745597,0.826810176,0.800391389,0.809197652,0.83072407,,0.02851017,0.077264695,0.032358137,0.028591096,0.027510171
116,0.901294498,0.865695793,0.86407767,0.838187702,0.867313916,,0.02403149,0.071724112,0.029179737,0.022388643,0.027512822
117,0.847383721,0.843023256,0.80377907,0.82122093,0.834302326,,0.024005784,0.063538002,0.026867932,0.032349487,0.026389161
118,0.817527011,0.768307323,0.806722689,0.776442308,0.823529412,,0.03728251,0.110482496,0.038632271,0.031188104,0.039678742
119,0.828854314,0.81612447,0.824611033,0.782178218,0.809052334,,0.029864288,0.089501862,0.030112614,0.030803026,0.032446751
120,0.722358722,0.72972973,0.71990172,0.71990172,0.717444717,,0.020671444,0.064902469,0.022292244,0.024345227,0.024162381
121,0.841081081,0.829189189,0.84,0.838744589,0.843243243,,0.033219534,0.091701009,0.034257484,0.030718875,0.033174398
122,0.872996301,0.852034525,0.85080148,0.843209877,0.872996301,,0.030191865,0.088550961,0.036003953,0.031071525,0.02977507
123,0.842105263,0.82619339,0.851897185,0.802937576,0.835985312,,0.025401635,0.08350302,0.029650984,0.025794659,0.026574306
124,0.79294653,0.799772469,0.798634812,0.759954494,0.833902162,,0.035903901,0.10863075,0.045801114,0.036618287,0.035102736
125,0.893139842,0.873350923,0.875989446,0.887862797,0.898416887,,0.02350257,0.067075851,0.023608096,0.030254728,0.024097982
126,0.866894198,0.865756542,0.835039818,0.845278726,0.854379977,,0.022932271,0.050946343,0.023708727,0.038861972,0.022235719
127,0.804432855,0.834419817,0.796610169,0.765319426,0.816166884,,0.025680573,0.075018509,0.023555002,0.031078692,0.027097509
128,0.871010638,0.865691489,0.875,0.875,0.847074468,,0.025320135,0.078327734,0.024820927,0.024929178,0.025796651
129,0.818077803,0.852402746,0.844393593,0.796338673,0.83180778,,0.025813178,0.06493825,0.026055828,0.031954614,0.025117648
130,0.817142857,0.819428571,0.816,0.774857143,0.826285714,,0.029844149,0.087165571,0.032881117,0.037625734,0.029557093
131,0.869346734,0.849246231,0.862646566,0.847571189,0.872696817,,0.024585681,0.077757524,0.035128178,0.027237275,0.024104773
132,0.721572795,0.732199787,0.697130712,0.69893617,0.736450584,,0.038117465,0.113354401,0.051637112,0.028388564,0.039775439
133,0.879781421,0.868852459,0.831967213,0.870218579,0.87431694,,0.024805539,0.065877318,0.040286089,0.025334014,0.025393203
134,0.792525773,0.784793814,0.771907216,0.788659794,0.786082474,,0.027322271,0.081000309,0.031619331,0.02819357,0.028505624
135,0.842741935,0.844086022,0.798387097,0.813172043,0.841397849,,0.026778691,0.066584667,0.027287321,0.03521902,0.025193926
136,0.838020247,0.831271091,0.825646794,0.844769404,0.841394826,,0.028771978,0.087431295,0.038017809,0.024813678,0.02873891
137,0.820441989,0.791436464,0.824585635,0.803867403,0.817679558,,0.027737767,0.082846468,0.036327963,0.024397371,0.030588363
138,0.836923077,0.835384615,0.763076923,0.829230769,0.830769231,,0.027659775,0.075677748,0.039479379,0.031231331,0.027552646
139,0.919945726,0.899592944,0.868385346,0.909090909,0.903663501,,0.021046255,0.069354797,0.024267451,0.030370035,0.020602693
140,0.798288509,0.804400978,0.744498778,0.771393643,0.800733496,,0.035589322,0.086440836,0.055372789,0.047094282,0.037010845
141,0.855844156,0.845454545,0.851948052,0.849350649,0.848051948,,0.028939109,0.090141233,0.033892034,0.027742174,0.030221047
142,0.822751323,0.842592593,0.775132275,0.777777778,0.805555556,,0.030401972,0.070768752,0.046110068,0.037463453,0.031075211
143,0.824355972,0.826697892,0.772833724,0.792740047,0.797423888,,0.029319071,0.081160035,0.038519253,0.030286779,0.03308591
144,0.836236934,0.816492451,0.777003484,0.807200929,0.826945412,,0.028682795,0.096779652,0.042435193,0.026549537,0.029961055
145,0.748815166,0.751184834,0.726303318,0.725118483,0.725118483,,0.034636117,0.101001069,0.040022094,0.032575325,0.039797082
146,0.845323741,0.862110312,0.836930456,0.816546763,0.81294964,,0.026810231,0.077391672,0.032393038,0.027060243,0.029026744
147,0.843103448,0.844827586,0.798275862,0.798275862,0.867241379,,0.020009419,0.077252904,0.022420668,0.024280453,0.018076115
148,0.834635417,0.84375,0.802083333,0.813802083,0.838541667,,0.021551139,0.064225243,0.024472218,0.021676387,0.023901987
149,0.847619048,0.816326531,0.824489796,0.828337875,0.85170068,,0.024372871,0.066725764,0.034504675,0.027163069,0.027328334
150,0.846526656,0.793214863,0.831987076,0.789983845,0.819063005,,0.025920338,0.088781521,0.024502496,0.023936331,0.030086588
151,0.867781155,0.840425532,0.802431611,0.867781155,0.858662614,,0.021156851,0.077723022,0.034729263,0.027965362,0.020581313
152,0.801756587,0.794228356,0.809284818,0.772898369,0.771643664,,0.024148232,0.074565193,0.027559068,0.025935818,0.025630723
153,0.837209302,0.843853821,0.805647841,0.780730897,0.813953488,,0.023097806,0.059919605,0.026040128,0.026404463,0.024651575
154,0.836641221,0.830534351,0.861068702,0.809160305,0.850381679,,0.026891391,0.098333065,0.029369576,0.021619833,0.027331703
155,0.806578947,0.814473684,0.760526316,0.801315789,0.796052632,,0.026336302,0.084056518,0.02895291,0.02850385,0.026919591
156,0.899509804,0.889705882,0.865196078,0.87254902,0.897058824,,0.022422122,0.060676745,0.028670872,0.033540149,0.021878662
157,0.758967001,0.760401722,0.800573888,0.753228121,0.730272597,,0.031400938,0.095316638,0.043847923,0.029900189,0.038265566
158,0.765021459,0.774678112,0.744635193,0.726100967,0.754291845,,0.034736169,0.107466306,0.038661394,0.025795946,0.038661877
159,0.850374065,0.865336658,0.859102244,0.821695761,0.795511222,,0.0240498,0.061092853,0.019951314,0.032012427,0.026643217
160,0.884415584,0.871428571,0.877922078,0.84025974,0.883116883,,0.030008578,0.094562121,0.040998913,0.030003138,0.032499931
161,0.80173913,0.763478261,0.794782609,0.740869565,0.782608696,,0.026801361,0.075518112,0.037450768,0.02624824,0.030746627
162,0.782178218,0.788118812,0.76039604,0.702970297,0.748514851,,0.025338467,0.094448815,0.040358155,0.024091878,0.030909725
163,0.902291918,0.873341375,0.895054282,0.866103739,0.846803378,,0.025161386,0.070431309,0.037203277,0.027577504,0.025864106
164,0.871194379,0.850117096,0.851288056,0.832552693,0.87587822,,0.028283776,0.11552117,0.030711326,0.028878139,0.029184619
165,0.820546164,0.836150845,0.821846554,0.807542263,0.811443433,,0.031838286,0.110402447,0.039042228,0.029195597,0.033648269
166,0.856041131,0.83033419,0.826478149,0.85218509,0.827763496,,0.024774712,0.072504293,0.030309062,0.024600898,0.030719414
167,0.823529412,0.797385621,0.790849673,0.794117647,0.784313725,,0.026030086,0.109200304,0.031145595,0.028667729,0.032462726
168,0.887464387,0.877492877,0.858974359,0.864672365,0.854700855,,0.021264242,0.066656451,0.023979222,0.022937986,0.02403449
169,0.811066127,0.844804318,0.781376518,0.81511471,0.827260459,,0.027587665,0.07419665,0.028233802,0.025544622,0.030514701
170,0.837121212,0.79040404,0.825757576,0.80278129,0.837121212,,0.034417089,0.10301435,0.044154085,0.029056179,0.038204663
171,0.875,0.859234234,0.837837838,0.841216216,0.863738739,,0.026373566,0.069340877,0.030701667,0.02723289,0.026930521
172,0.798053528,0.796836983,0.770072993,0.771289538,0.794403893,,0.031156689,0.114148897,0.041789108,0.035799565,0.032324992
173,0.813017751,0.78816568,0.778698225,0.766863905,0.818934911,,0.034479927,0.11839525,0.044797175,0.03126057,0.037255195
174,0.829457364,0.840531561,0.798449612,0.740863787,0.80841639,,0.028888302,0.09375661,0.033227802,0.029338154,0.03078026
175,0.776595745,0.795744681,0.768085106,0.762765957,0.806382979,,0.036731539,0.104066644,0.038757747,0.02517575,0.036224392
176,0.801980198,0.799151344,0.800565771,0.804809052,0.804809052,,0.026938754,0.072508622,0.040187881,0.025375606,0.031500763
177,0.785211268,0.798122066,0.808685446,0.776995305,0.78286385,,0.034326108,0.112200845,0.044095004,0.036651127,0.035988095
178,0.824742268,0.819587629,0.801546392,0.75257732,0.780927835,,0.029905734,0.097183994,0.036182048,0.028521456,0.034263793
179,0.746386334,0.747700394,0.704336399,0.737187911,0.76478318,,0.034218308,0.121284217,0.047683913,0.033545754,0.037861631
180,0.886524823,0.867021277,0.85106383,0.882978723,0.882978723,,0.028169983,0.084574504,0.049769091,0.023393618,0.030919601
181,0.825079031,0.817702845,0.782929399,0.799789252,0.807165437,,0.030191769,0.09453853,0.037456109,0.029938756,0.032270573
182,0.881040892,0.869888476,0.86802974,0.884758364,0.897769517,,0.016663182,0.067102462,0.017656329,0.021883869,0.016381255
183,0.88101983,0.876770538,0.876770538,0.849858357,0.876770538,,0.028828686,0.068808971,0.031866097,0.029098311,0.029906365
184,0.849765258,0.848591549,0.825117371,0.805164319,0.850938967,,0.0291247,0.069747342,0.046361013,0.031906698,0.030990533
185,0.782552083,0.802083333,0.747395833,0.7578125,0.786458333,,0.025875587,0.067760984,0.031763954,0.024403994,0.028057566
186,0.81097561,0.807926829,0.826219512,0.800304878,0.794207317,,0.020754001,0.055749171,0.0205929,0.019835661,0.023413733
187,0.850507983,0.796806967,0.818577649,0.849056604,0.854862119,,0.024312003,0.071456881,0.027898525,0.027019363,0.025154382
188,0.842907386,0.842907386,0.810082063,0.797186401,0.824150059,,0.032374601,0.081248724,0.03650361,0.030208287,0.035268253
189,0.84501845,0.848708487,0.822878229,0.8099631,0.874538745,,0.025701286,0.058873095,0.033001463,0.027354601,0.027693648
190,0.822929936,0.787261146,0.824203822,0.770700637,0.812738854,,0.028905118,0.084668853,0.034368941,0.025607179,0.032435018
191,0.833333333,0.820175439,0.82748538,0.839181287,0.855263158,,0.023935082,0.066116082,0.026819615,0.028766135,0.02623221
192,0.898617512,0.886328725,0.901689708,0.877112135,0.904761905,,0.020647909,0.072641383,0.027549037,0.028603301,0.019510242
193,0.895172414,0.853793103,0.862068966,0.868965517,0.874482759,,0.023493333,0.073985106,0.032078695,0.01974916,0.027076943
194,0.784844384,0.772665765,0.783491204,0.783491204,0.730717185,,0.032732744,0.095283716,0.040325487,0.027409006,0.03639066
195,0.854524628,0.8465063,0.822451317,0.839633448,0.8465063,,0.026985777,0.078504723,0.032678289,0.031077645,0.027759183
196,0.903299204,0.866894198,0.827076223,0.88850967,0.865756542,,0.027170792,0.0822453,0.034260424,0.025078084,0.031773164
197,0.890214797,0.903341289,0.878281623,0.861575179,0.885441527,,0.021761459,0.050981847,0.021063367,0.029818035,0.022371887
198,0.887120116,0.8552822,0.832127352,0.839363242,0.861070912,,0.020537374,0.063818855,0.021406788,0.029732112,0.021772066
199,0.8930131,0.873362445,0.899563319,0.823144105,0.890829694,,0.02017385,0.08609691,0.021288075,0.027820087,0.020808973
200,0.804260985,0.786950732,0.785619174,0.822666667,0.82689747,,0.028410594,0.096809363,0.041662053,0.02537337,0.02852226
201,0.900459418,0.875957121,0.843797856,0.863705972,0.908116386,,0.021779916,0.053128749,0.033460722,0.023391205,0.021321168
202,0.871541502,0.855731225,0.822134387,0.835968379,0.881422925,,0.031575887,0.072962764,0.053838188,0.029462798,0.034849077
203,0.864864865,0.851351351,0.851351351,0.841891892,0.848648649,,0.040548069,0.118396541,0.052652112,0.029584965,0.042289146
204,0.762917933,0.767477204,0.781155015,0.718844985,0.737082067,,0.029479606,0.080250292,0.034851409,0.035905692,0.034409824
205,0.807069219,0.770250368,0.812960236,0.765832106,0.804123711,,0.022953319,0.066453244,0.025528515,0.025023449,0.023809515
206,0.835516739,0.841339156,0.848617176,0.797671033,0.847161572,,0.020217562,0.061798725,0.026653186,0.021844158,0.020855355
207,0.908551069,0.887173397,0.910926366,0.890736342,0.912114014,,0.022011007,0.063966818,0.024718591,0.030910707,0.021124544
208,0.841176471,0.868235294,0.847058824,0.827058824,0.84,,0.031029205,0.085037054,0.029860815,0.033174493,0.03243802
209,0.826989619,0.771626298,0.761245675,0.795847751,0.806228374,,0.028331522,0.073442326,0.030510543,0.024684003,0.032564856
210,0.802252816,0.7922403,0.76971214,0.804755945,0.809762203,,0.028491422,0.077452667,0.041168067,0.032744804,0.028728004
211,0.723796034,0.705382436,0.723796034,0.69121813,0.733711048,,0.025830716,0.091938127,0.021415922,0.03521221,0.028040678
212,0.881861575,0.867541766,0.834128878,0.857995227,0.871121718,,0.024287905,0.059673189,0.032914083,0.030591932,0.025882477
213,0.839898348,0.841168996,0.843710292,0.82592122,0.850063532,,0.024796137,0.073951655,0.031784792,0.027119231,0.024780031
214,0.79375,0.79375,0.8015625,0.80625,0.796875,,0.025657897,0.06167745,0.026136822,0.029474264,0.030109282
215,0.831199069,0.824214203,0.823050058,0.792782305,0.821885914,,0.031013877,0.090749959,0.039276506,0.035936349,0.031426646
216,0.870192308,0.857371795,0.879807692,0.842948718,0.871794872,,0.025689228,0.071258083,0.037131191,0.032045491,0.027934007
217,0.88362069,0.849137931,0.882183908,0.849137931,0.847701149,,0.020766182,0.077704067,0.024009869,0.025405739,0.023287031
218,0.85261194,0.847014925,0.820895522,0.73880597,0.860074627,,0.021229336,0.061356959,0.023848651,0.027121676,0.022859639
