,ci_rsfse,ci_rsf,ci_cox,ci_gbm,ci_rotsf,,ibs_rsfse,ibs_rsf,ibs_cox,ibs_gbm,ibs_rotsf
219,0.621422499,0.634457353,0.503258714,0.560692002,0.648625673,,0.008752883,0.0164969,0.008768586,0.010697858,0.009544605
220,0.654291732,0.634544497,0.5671406,0.603212217,0.641822491,,0.009958365,0.016879062,0.008799694,0.008838903,0.011581106
221,0.705439134,0.69531434,0.561337415,0.641055857,0.713915705,,0.0090098,0.016962667,0.010804535,0.010002844,0.008831715
222,0.641190049,0.626057964,0.521159272,0.585070785,0.639394717,,0.011804641,0.021194359,0.011741617,0.007896874,0.013465661
223,0.679283772,0.657298277,0.503399819,0.616780045,0.6856301,,0.012758249,0.020905307,0.014683077,0.011536205,0.012688335
224,0.679301746,0.693765586,0.60074813,0.654681648,0.690773067,,0.008656786,0.016248754,0.009720844,0.008359674,0.009660082
225,0.638701299,0.615064935,0.571428571,0.606685819,0.63038961,,0.011320868,0.019445078,0.011693822,0.009842709,0.012317864
226,0.682072488,0.687910484,0.577961567,0.663583252,0.696180978,,0.007701494,0.014927118,0.008406232,0.008980368,0.008404665
227,0.711328976,0.687363834,0.526416122,0.646321526,0.715336421,,0.008352162,0.015540927,0.009292486,0.008935899,0.00915175
228,0.729469854,0.732588358,0.564189189,0.682869769,0.723232848,,0.008372024,0.015298371,0.010047664,0.009461703,0.008829893
229,0.702111801,0.673043478,0.579130435,0.636227917,0.689689441,,0.009218254,0.01689288,0.011022567,0.00936708,0.00963347
230,0.679850347,0.642169963,0.553981828,0.629619711,0.657669695,,0.009858073,0.015239571,0.011031052,0.009161079,0.010842577
231,0.654300567,0.634451796,0.526228733,0.619058879,0.653355388,,0.012153415,0.022273255,0.015054812,0.007729266,0.012328476
232,0.669283611,0.656280667,0.56673209,0.597003929,0.664294479,,0.009405379,0.017222344,0.009407742,0.009008996,0.010578209
233,0.607082631,0.590941942,0.516502048,0.552376334,0.598650927,,0.010111641,0.019572065,0.009299589,0.007911367,0.011437952
234,0.69054021,0.691273527,0.543876803,0.604304231,0.677584943,,0.008807495,0.017436062,0.009689992,0.006734893,0.00946688
235,0.686939182,0.673978066,0.576021934,0.660593961,0.67996012,,0.009478586,0.016967144,0.011407967,0.01151591,0.009997787
236,0.706586826,0.695131476,0.572767508,0.649570424,0.718302525,,0.007860547,0.01426753,0.008863513,0.009586983,0.008496889
237,0.62050916,0.626933143,0.552700452,0.579938051,0.629312396,,0.009602314,0.017253064,0.009504133,0.008138735,0.01045182
238,0.682260306,0.641269106,0.564844836,0.652063051,0.677396943,,0.010103054,0.018005839,0.010944957,0.009439764,0.010707435
239,0.713881748,0.719794344,0.568123393,0.665552699,0.697429306,,0.008240804,0.01365034,0.009509543,0.008590679,0.008534998
240,0.66337386,0.649189463,0.491641337,0.547073791,0.669115784,,0.009694413,0.01746088,0.011271203,0.009837561,0.009939317
241,0.649842979,0.634813818,0.492821893,0.581584292,0.631897712,,0.008284063,0.016588906,0.009507675,0.00955925,0.010225291
242,0.70029098,0.68671193,0.53128031,0.61062591,0.698351115,,0.011802127,0.020397908,0.013547426,0.012963629,0.012294293
243,0.72146354,0.666580778,0.515846431,0.657901521,0.683329039,,0.007901455,0.014394066,0.009313424,0.010990787,0.00864659
244,0.640137558,0.647506755,0.496192582,0.573366215,0.652910833,,0.00947345,0.017166088,0.010134923,0.00898999,0.009952812
245,0.689918659,0.666255854,0.526743899,0.612426036,0.687207296,,0.007647709,0.014030875,0.008837213,0.010249501,0.007953267
246,0.67381765,0.66065334,0.465626524,0.646915386,0.686174104,,0.01148632,0.018423229,0.012706657,0.005998419,0.011792943
247,0.694656489,0.675996607,0.478371501,0.639525021,0.687022901,,0.007543517,0.0134185,0.008252688,0.011244261,0.008122718
248,0.598636019,0.590300581,0.499368527,0.547246084,0.610507704,,0.009138578,0.015419619,0.009578432,0.008154725,0.01001351
249,0.722263775,0.698578908,0.543006731,0.658767773,0.723011718,,0.007574451,0.015427394,0.009275971,0.009444571,0.007841117
250,0.68057183,0.640496836,0.572533396,0.636257036,0.667447856,,0.009668722,0.018584735,0.009748992,0.008441309,0.010651104
251,0.673901941,0.681307457,0.48927477,0.630906769,0.676455567,,0.010799089,0.01853291,0.012665099,0.011237768,0.011639541
252,0.696992481,0.65764411,0.589724311,0.667335675,0.693156179,,0.009778565,0.017339765,0.011517381,0.011505384,0.010534116
253,0.667868034,0.622955365,0.507069587,0.571627648,0.667775929,,0.008549333,0.016460448,0.00996932,0.009282734,0.008684055
254,0.656057495,0.657340862,0.491273101,0.611068211,0.688575096,,0.009962683,0.017957106,0.01078164,0.012629594,0.010589805
255,0.646272055,0.619521912,0.575697211,0.604445711,0.643609451,,0.008086646,0.013703412,0.008991751,0.008806194,0.008476584
256,0.680160985,0.671164773,0.506155303,0.591136526,0.665246212,,0.012283841,0.020661393,0.013106722,0.012805831,0.013259099
257,0.753323904,0.733239038,0.549080622,0.651090343,0.736916549,,0.007466587,0.012297493,0.009224689,0.007825075,0.007703821
258,0.710057622,0.685175485,0.559193295,0.679329316,0.715295966,,0.008243215,0.014760133,0.008912815,0.010672693,0.00892435
259,0.637562648,0.621471907,0.511738328,0.569804336,0.634133474,,0.009272158,0.01832482,0.010398094,0.00769412,0.010210496
260,0.676114404,0.685905694,0.557072919,0.617229817,0.682813708,,0.008344538,0.015436112,0.009121747,0.008881495,0.008959076
261,0.693074367,0.686174291,0.585739842,0.660599846,0.681829798,,0.008246486,0.015727731,0.009515859,0.01030568,0.008565298
262,0.74811828,0.714784946,0.562903226,0.683189655,0.746100054,,0.006995426,0.011965897,0.008793197,0.009753336,0.006982513
263,0.708067941,0.713375796,0.524946921,0.639936272,0.713906582,,0.008790251,0.01641374,0.010423552,0.008243434,0.008951486
264,0.673199528,0.663990555,0.548524203,0.60954857,0.685093314,,0.008555189,0.015859758,0.00909289,0.008238121,0.009185045
265,0.671886652,0.669898086,0.519761372,0.607365016,0.718369376,,0.007803171,0.014672669,0.008058591,0.009721037,0.008206169
266,0.668562565,0.681747673,0.470010341,0.618369987,0.692785105,,0.00947903,0.017678732,0.011210679,0.008263866,0.009736595
267,0.632053654,0.63760407,0.502312673,0.574507532,0.640610546,,0.010392652,0.018347783,0.010944105,0.008234905,0.011189552
268,0.659303534,0.655925156,0.544178794,0.588602654,0.66450104,,0.010730285,0.01834358,0.011229134,0.014677483,0.011468703
269,0.631942667,0.61479396,0.510877911,0.597183099,0.652162785,,0.010893946,0.018769245,0.011618367,0.010803382,0.010818128
270,0.676342525,0.66715046,0.505563619,0.611596312,0.684490685,,0.008448518,0.017735615,0.009949504,0.009393579,0.008360385
271,0.677738516,0.655830389,0.567020024,0.632099929,0.680565371,,0.009803942,0.018975133,0.01046394,0.007228294,0.010284378
272,0.641367178,0.623774818,0.465192259,0.61503646,0.656611362,,0.009001313,0.018393404,0.010407991,0.00854608,0.0093064
273,0.704703161,0.661269597,0.55307119,0.66092545,0.705217168,,0.00871108,0.015882495,0.010127236,0.009425494,0.009315919
274,0.66878812,0.659506762,0.531689207,0.58782886,0.684615385,,0.009896457,0.018064799,0.010873268,0.008633454,0.010683016
275,0.675695284,0.644498186,0.524546554,0.610559457,0.672067715,,0.008450931,0.015727993,0.009612287,0.008853227,0.009004859
276,0.699568637,0.666582086,0.523217457,0.599847367,0.707180919,,0.010291057,0.020190392,0.012087418,0.010971843,0.010746188
277,0.680533211,0.660537807,0.516433004,0.608235565,0.684137931,,0.008030441,0.015646908,0.009134946,0.010190423,0.008359052
278,0.748124574,0.705160264,0.559672653,0.68099136,0.737894976,,0.009186378,0.016931834,0.010897779,0.008589838,0.009422274
279,0.647636447,0.625256908,0.490979676,0.594471099,0.650376798,,0.010203105,0.020041372,0.010461199,0.009420191,0.010557617
280,0.676179775,0.656629213,0.500674157,0.59815606,0.683595506,,0.010728886,0.021005591,0.011347474,0.012547024,0.011335006
281,0.626707914,0.613302398,0.527713328,0.60465718,0.641660222,,0.011914965,0.020789125,0.012336991,0.013339701,0.012807514
282,0.678517777,0.638457687,0.526039059,0.607877572,0.676514772,,0.008769268,0.016226246,0.009336355,0.008580202,0.009698298
283,0.619750573,0.604988547,0.471112242,0.57488538,0.632476457,,0.01146331,0.022258093,0.012165406,0.007089017,0.012181114
284,0.623638778,0.607171315,0.539442231,0.582069699,0.633200531,,0.008443159,0.01599338,0.008349868,0.008997451,0.009168298
285,0.674077694,0.654043489,0.573173711,0.645476773,0.667155425,,0.010551103,0.020537802,0.012179311,0.007924141,0.011099059
286,0.652163797,0.631456491,0.559562587,0.605122235,0.641461145,,0.008786748,0.015590817,0.008418645,0.00866859,0.009457281
287,0.652162978,0.650150905,0.561619718,0.613309806,0.664654088,,0.008226551,0.015459614,0.008490521,0.009271667,0.008868279
288,0.692287305,0.692287305,0.587596077,0.632333422,0.692817387,,0.008471135,0.015061459,0.009300985,0.008273515,0.008886808
289,0.70212766,0.675650118,0.527186761,0.621538462,0.694017498,,0.008740515,0.016436694,0.010398779,0.009571629,0.009069736
290,0.692287851,0.671911272,0.52695383,0.611627907,0.690918473,,0.009333847,0.015598251,0.012204126,0.00860786,0.009608032
291,0.649197356,0.650377715,0.561142587,0.590543735,0.641322314,,0.011200989,0.020668214,0.012834143,0.010433027,0.011799904
292,0.661795962,0.661530287,0.5358661,0.592979636,0.65506245,,0.009843112,0.016457972,0.010710319,0.008953288,0.010102391
293,0.724289912,0.703721841,0.527179236,0.6440304,0.710333007,,0.008555102,0.01594297,0.00967383,0.009072563,0.008947193
294,0.650082919,0.661967938,0.518242123,0.591022444,0.647595357,,0.012378124,0.02396885,0.014043794,0.011871267,0.013004794
295,0.671282051,0.686666667,0.561282051,0.630970724,0.682820513,,0.007598814,0.01501879,0.007524702,0.010129641,0.00840336
296,0.667359127,0.619059984,0.52999221,0.610764431,0.659568943,,0.013190027,0.022149511,0.014219965,0.013944344,0.014239232
297,0.679343951,0.675778464,0.612312812,0.65699334,0.659614928,,0.009333865,0.016951956,0.010048229,0.007993394,0.01025079
298,0.698716198,0.706091232,0.590275881,0.675771647,0.70718383,,0.007075554,0.013301077,0.007852043,0.010562809,0.007421264
299,0.706459526,0.689561188,0.585173072,0.655840611,0.717089125,,0.008197241,0.015050221,0.008427358,0.009791582,0.008662775
300,0.685580427,0.691306611,0.555960437,0.650872169,0.695991671,,0.008255301,0.014566327,0.009451174,0.008513459,0.008873417
301,0.685002467,0.675135668,0.566107548,0.627160494,0.693313595,,0.008857282,0.017390783,0.010390399,0.009179907,0.009258821
302,0.704648813,0.707175341,0.554573017,0.640202276,0.714754927,,0.007782037,0.013822866,0.008812741,0.010046541,0.008049159
303,0.658279846,0.627471117,0.500641849,0.582669067,0.663841808,,0.008234294,0.016493009,0.009754063,0.00922068,0.009030336
304,0.71366539,0.682247765,0.556321839,0.655993852,0.688633461,,0.008386417,0.014723111,0.009647798,0.008483113,0.00891627
305,0.709580085,0.65526779,0.565250189,0.688144979,0.695171026,,0.010242318,0.018572498,0.011789755,0.011141363,0.011276948
306,0.662229617,0.647016877,0.550511053,0.603235014,0.686325803,,0.008941184,0.015693707,0.009272067,0.009503968,0.009714166
307,0.700626204,0.68039499,0.500240848,0.626235833,0.685211946,,0.008276629,0.013838306,0.009970364,0.009167182,0.008763519
308,0.690856313,0.641993227,0.524915336,0.612294288,0.685790366,,0.008722469,0.016236142,0.01085206,0.010635642,0.009326197
309,0.701345507,0.682364248,0.580970687,0.649915845,0.681162902,,0.008832183,0.016563407,0.009485239,0.008639183,0.009736654
310,0.677249886,0.647555962,0.548195523,0.631229995,0.676336227,,0.009681432,0.017320912,0.010617465,0.008461172,0.010353431
311,0.661990828,0.633935797,0.564337739,0.645231019,0.661721068,,0.008227914,0.014052536,0.008968526,0.00950637,0.008768358
312,0.587541656,0.587285311,0.472955652,0.564287555,0.592924891,,0.012192176,0.019522,0.013288052,0.008927442,0.012967079
313,0.642565151,0.650996423,0.520950434,0.593302658,0.667858968,,0.009491375,0.01818922,0.009807183,0.008765881,0.010323864
314,0.69202088,0.688789461,0.582649764,0.64642946,0.706613625,,0.01122638,0.019629812,0.011679768,0.007348536,0.011531966
315,0.643471462,0.640604639,0.483711233,0.606835377,0.636339937,,0.008997892,0.017274852,0.009480296,0.008094496,0.009955754
316,0.66745283,0.640985325,0.549528302,0.602099738,0.650157233,,0.009474781,0.017025773,0.010542942,0.014157358,0.010468981
317,0.662884518,0.642460918,0.536308623,0.595334686,0.672970247,,0.010590022,0.019153759,0.011275368,0.011937705,0.011649521
318,0.687228052,0.681341182,0.592014333,0.627692308,0.703789042,,0.007779082,0.014434638,0.008586698,0.009144478,0.008271269
319,0.659409773,0.626753749,0.53628447,0.618309518,0.640783745,,0.009481294,0.017714557,0.009965766,0.00837142,0.010490283
320,0.632657815,0.661774983,0.572094107,0.611331313,0.638015374,,0.013454453,0.021837699,0.013752992,0.010639183,0.014582046
321,0.670401251,0.671182908,0.571651902,0.617209909,0.689861871,,0.009707138,0.016303339,0.011225352,0.007994814,0.00993958
322,0.621762889,0.608458066,0.502019482,0.599238458,0.633167023,,0.009281035,0.017369755,0.010087514,0.010778819,0.009718812
323,0.665608466,0.634126984,0.553174603,0.613979349,0.652380952,,0.009384259,0.016279654,0.010237114,0.009779797,0.010162896
324,0.649059521,0.658335481,0.536459675,0.641475368,0.652151507,,0.010185042,0.018218209,0.011339881,0.011710441,0.011444041
325,0.669820972,0.639641944,0.559846547,0.63885334,0.651573292,,0.008932901,0.017870807,0.01029488,0.008095779,0.009829931
326,0.679825624,0.650278518,0.571324776,0.640795537,0.684593023,,0.008749775,0.016912663,0.00992463,0.009284102,0.00906207
327,0.65590876,0.65057025,0.524144625,0.573129252,0.647415676,,0.009222017,0.015478654,0.010431952,0.008631553,0.010052212
328,0.70619877,0.682889344,0.638319672,0.663673679,0.707223361,,0.008940666,0.01707152,0.010079427,0.012776349,0.009357976
329,0.675731676,0.66977467,0.546231546,0.600518135,0.696891192,,0.007926153,0.013298663,0.008279033,0.009919872,0.008720239
330,0.679904306,0.68708134,0.551435407,0.591182848,0.686363636,,0.008418251,0.014899711,0.008977102,0.009610456,0.009102552
331,0.628971963,0.631542056,0.547196262,0.58536015,0.628738318,,0.012107041,0.023002856,0.013298198,0.009751872,0.013622166
332,0.655978012,0.651855245,0.593220339,0.605275229,0.683390607,,0.009962618,0.017553638,0.010714129,0.008872262,0.010381892
333,0.683636364,0.678787879,0.557575758,0.600194081,0.681377304,,0.009518424,0.017375721,0.010244764,0.008003809,0.010149836
334,0.650314161,0.614064766,0.529482842,0.605129446,0.632189464,,0.009287391,0.0178525,0.011161792,0.009417053,0.009488526
335,0.703201024,0.687580026,0.538540333,0.646757242,0.714651639,,0.00900786,0.014355411,0.00966705,0.008117935,0.009872128
336,0.619578686,0.617100372,0.51425031,0.597322093,0.635935564,,0.009771609,0.018928163,0.009491787,0.008984699,0.011165901
337,0.626815353,0.601919087,0.552126556,0.596158837,0.652658885,,0.010200026,0.018715618,0.010587438,0.009026718,0.010860791
338,0.691489362,0.659574468,0.585651937,0.629710541,0.683851609,,0.010341648,0.018111375,0.012344615,0.010821418,0.010823721
339,0.663989962,0.648933501,0.537766625,0.608914631,0.65119197,,0.011998706,0.021730616,0.012734147,0.010034385,0.013466862
340,0.702139331,0.674712013,0.49917718,0.619478738,0.736972024,,0.008865895,0.01650526,0.010461876,0.011514492,0.008721975
341,0.698218263,0.688641425,0.570824053,0.635532769,0.683964365,,0.008138933,0.017374015,0.009316356,0.010480074,0.008659686
342,0.677288942,0.672532699,0.521997622,0.595998094,0.690623513,,0.008792328,0.01464877,0.009868609,0.011735526,0.009389518
343,0.682819383,0.671158331,0.5597305,0.624481328,0.67452708,,0.008623435,0.01528383,0.009948009,0.009269626,0.009046198
344,0.688006073,0.680161943,0.500253036,0.583839919,0.697621457,,0.008730774,0.014799595,0.010156896,0.011958305,0.008757227
345,0.675669158,0.662647697,0.489028213,0.621380309,0.69254883,,0.009199282,0.017352122,0.010584013,0.008248806,0.00940844
346,0.652085967,0.637168142,0.560050569,0.608706657,0.65840708,,0.01082602,0.020168845,0.010660314,0.008560424,0.011976212
347,0.691911765,0.656127451,0.581862745,0.642208589,0.698700662,,0.008633032,0.015692161,0.009930726,0.012639171,0.008992798
348,0.7100936,0.695674172,0.566405262,0.631218274,0.721730331,,0.01088501,0.018084271,0.011560212,0.007249537,0.011132484
349,0.668117203,0.678851175,0.598491442,0.600406858,0.680208938,,0.007506358,0.01264541,0.007916974,0.01250539,0.007981582
350,0.682978164,0.664825046,0.557221784,0.595100105,0.682188898,,0.009566908,0.018510574,0.010543807,0.009929216,0.010702919
351,0.715743812,0.672875734,0.550650676,0.651774317,0.720704621,,0.009606312,0.018121326,0.011090372,0.009195632,0.009970152
352,0.704460967,0.712161445,0.518056293,0.647527911,0.710302708,,0.008210308,0.014658265,0.009373462,0.008830208,0.008742827
353,0.668447837,0.625445293,0.586005089,0.597607534,0.664122137,,0.009576721,0.016799052,0.011258396,0.009376742,0.010119626
354,0.637844612,0.613533835,0.555137845,0.582852845,0.630576441,,0.008657912,0.016837539,0.007934341,0.009828701,0.010038511
355,0.682728887,0.654577733,0.551864063,0.6128459,0.667004819,,0.009781038,0.017396212,0.011103616,0.012118345,0.010460374
356,0.621478449,0.624127137,0.50565856,0.557163531,0.635685047,,0.00995231,0.018085984,0.008842682,0.0082956,0.011501596
357,0.729310345,0.712807882,0.573152709,0.653333333,0.728817734,,0.00946462,0.017527401,0.012657144,0.011070645,0.009822956
358,0.677293745,0.66171818,0.621805792,0.634437409,0.67624148,,0.009150746,0.015921503,0.010915787,0.008180888,0.008618944
359,0.626419753,0.630617284,0.515555556,0.561958941,0.627160494,,0.010342457,0.015778692,0.010424588,0.009370806,0.010564042
360,0.649752475,0.616089109,0.578217822,0.599800648,0.640594059,,0.010379126,0.018659928,0.010938394,0.01394011,0.012147149
361,0.673815461,0.623690773,0.475062344,0.61013986,0.665502619,,0.008863298,0.01534625,0.010381769,0.008020255,0.008915886
362,0.650707291,0.66702938,0.531556039,0.597059624,0.672470076,,0.009338254,0.014948044,0.010078284,0.009075626,0.009639098
363,0.629665772,0.626738229,0.555501342,0.583109592,0.635276897,,0.010821842,0.025072094,0.010394356,0.013882747,0.011834286
364,0.695600191,0.654232425,0.590626495,0.668667467,0.671131308,,0.012659981,0.022064598,0.01397379,0.008780209,0.013818684
365,0.656834532,0.657793765,0.564748201,0.643680923,0.652517986,,0.013964542,0.023776708,0.012878161,0.0142258,0.015228643
366,0.672700587,0.66609589,0.519324853,0.603977412,0.688769268,,0.009459545,0.017330233,0.011427024,0.007455072,0.009650322
367,0.690165147,0.677594281,0.56396352,0.612290227,0.679566182,,0.008485538,0.014295242,0.009616846,0.009425557,0.009510091
368,0.611364789,0.599949264,0.523338407,0.560548363,0.636732623,,0.009053286,0.014648064,0.009528344,0.008753079,0.009469322
369,0.644349358,0.633274604,0.507173421,0.580645161,0.637301787,,0.009501643,0.018824229,0.010134438,0.008845626,0.010558033
370,0.623162181,0.594435648,0.544446958,0.574275362,0.60959059,,0.013777653,0.024132932,0.014132955,0.009071021,0.015245533
371,0.708534622,0.662372517,0.55770263,0.670427075,0.706577181,,0.008547716,0.014980727,0.009480743,0.008504,0.008799208
372,0.649152542,0.630992736,0.559806295,0.639777132,0.640920097,,0.013544604,0.023741765,0.014147137,0.008703525,0.014955809
373,0.687612208,0.670684791,0.468068736,0.600770218,0.68299564,,0.006883314,0.013086644,0.008364424,0.010611394,0.007736535
374,0.657839539,0.654693235,0.496329313,0.592962185,0.633980073,,0.008585922,0.01682173,0.008794526,0.009617453,0.010057137
375,0.728413655,0.683232932,0.53062249,0.659039477,0.724648594,,0.008806769,0.016003152,0.011032028,0.008596522,0.009376371
376,0.666823529,0.649882353,0.566588235,0.640301318,0.668235294,,0.011046974,0.020998911,0.012335936,0.00916907,0.011968547
377,0.69549912,0.671360322,0.565501634,0.641257862,0.703144654,,0.008757198,0.015541562,0.010253572,0.010312172,0.009426804
378,0.703823529,0.658823529,0.488235294,0.618514151,0.699411765,,0.007843266,0.014056873,0.00967063,0.010534098,0.008203879
379,0.691756272,0.657568238,0.545078577,0.624931054,0.673007996,,0.007525256,0.012679682,0.008710219,0.010988336,0.007918087
380,0.661045131,0.625890736,0.535391924,0.631804136,0.665320665,,0.009856201,0.020447666,0.011091656,0.008505855,0.010217858
381,0.694609088,0.673722834,0.555461473,0.680983329,0.697713802,,0.007133832,0.012470134,0.008749183,0.009435397,0.006947859
382,0.647810219,0.633993743,0.530500521,0.623759791,0.663363755,,0.010863487,0.018854279,0.010475523,0.012733313,0.01186358
383,0.676578114,0.665123081,0.507189861,0.596782058,0.669997563,,0.009005618,0.01665854,0.010036365,0.009703031,0.009801449
384,0.702377699,0.660562995,0.548510522,0.670404814,0.699644712,,0.009132319,0.016063729,0.010956441,0.009806216,0.00923133
385,0.693390599,0.693867812,0.528990694,0.633325376,0.701026008,,0.008943063,0.016213528,0.009918305,0.008251748,0.009557386
386,0.652843308,0.655326546,0.523714924,0.573310139,0.659299727,,0.007142111,0.01392253,0.00855276,0.011143041,0.007516595
387,0.654285714,0.655952381,0.521666667,0.602631579,0.65547619,,0.011334965,0.019255901,0.012003635,0.013123355,0.012013132
388,0.689013947,0.679471495,0.582823587,0.667564259,0.684043074,,0.00870749,0.015384334,0.009628739,0.009706698,0.009039044
389,0.724048667,0.707222366,0.562257313,0.653716654,0.749676417,,0.01103668,0.019956715,0.012881713,0.010262391,0.010912904
390,0.705701079,0.692604006,0.521314843,0.604113111,0.697662471,,0.007830082,0.014027756,0.00890611,0.010824788,0.008620696
391,0.670278257,0.662398424,0.58212263,0.602171767,0.669704433,,0.007905941,0.014465973,0.007832087,0.00885337,0.008256942
392,0.648293963,0.654068241,0.605249344,0.616495929,0.659055118,,0.009376895,0.01816213,0.00946439,0.009125175,0.010441295
393,0.662534435,0.659320478,0.529155188,0.58984375,0.665748393,,0.009000158,0.017722147,0.009229393,0.008482813,0.010215351
394,0.606233062,0.617344173,0.527913279,0.548079542,0.63604336,,0.01305197,0.023072564,0.012126521,0.014636466,0.014088565
395,0.634076887,0.613431419,0.534883721,0.585985748,0.651317351,,0.008310862,0.015525624,0.008485996,0.009448304,0.008967249
396,0.661903609,0.627754904,0.53402761,0.601066408,0.656166707,,0.010339302,0.017865295,0.011853819,0.008205685,0.010670662
397,0.646324864,0.637704174,0.489791289,0.592012707,0.638157895,,0.009680584,0.017950849,0.010916183,0.008792571,0.010538615
398,0.712976023,0.700282087,0.531029619,0.636385032,0.701692525,,0.008781601,0.016523337,0.00886786,0.009158543,0.009499516
399,0.711547676,0.670819358,0.549832295,0.635666347,0.692473634,,0.009229288,0.016843923,0.011759533,0.008510938,0.009442747
400,0.686707255,0.654490107,0.551243024,0.645521441,0.669626998,,0.007994657,0.016222856,0.008499466,0.009370741,0.009589961
401,0.725326114,0.698252523,0.53950283,0.679468242,0.714742801,,0.007837902,0.01437552,0.009614697,0.009292334,0.008225788
402,0.673896784,0.678883072,0.527798554,0.601205424,0.702419556,,0.00976622,0.015776066,0.011121469,0.014284418,0.009372836
403,0.647251462,0.638362573,0.544561404,0.607209738,0.634066448,,0.009281676,0.018167432,0.00917368,0.008951715,0.01097871
404,0.634750911,0.617253949,0.558687728,0.590754258,0.625820569,,0.010142524,0.019505497,0.01045716,0.008616169,0.010756575
405,0.697136038,0.684009547,0.471121718,0.620911912,0.704393505,,0.011921051,0.020178872,0.014926148,0.010738161,0.0120053
406,0.634728856,0.639505479,0.518404046,0.605070423,0.63810059,,0.008032248,0.014931544,0.007899155,0.009974264,0.008639488
407,0.624075491,0.607498087,0.528946697,0.609438776,0.613108901,,0.010348691,0.018838797,0.009815318,0.008140088,0.011301599
408,0.727645051,0.702389078,0.549715586,0.667654434,0.739476678,,0.009624215,0.017760748,0.011205391,0.007915434,0.009590004
409,0.669577531,0.638895445,0.508614586,0.632821724,0.682322398,,0.009620705,0.018540867,0.01112327,0.009443369,0.009531898
410,0.66976504,0.6627937,0.511489801,0.622963538,0.664859282,,0.010947461,0.019721529,0.010442993,0.012211219,0.011881306
411,0.698688915,0.674135876,0.565673421,0.663803388,0.704648391,,0.007690389,0.014378452,0.009014745,0.008118919,0.007948324
412,0.654690619,0.64246507,0.533433134,0.611776447,0.642964072,,0.007572206,0.01506415,0.008952727,0.010707164,0.00819266
413,0.677640242,0.640505662,0.532525678,0.659102902,0.65578088,,0.008872436,0.016566341,0.010527485,0.008980265,0.009379038
414,0.706646677,0.670664668,0.543728136,0.635567784,0.7013993,,0.008873855,0.016283624,0.01085049,0.009238268,0.009014397
415,0.670360111,0.648199446,0.557248384,0.604941122,0.670821791,,0.009334426,0.018473662,0.010408497,0.009200237,0.009345113
416,0.659032424,0.648481729,0.510550695,0.599897013,0.655172414,,0.010298203,0.016810646,0.011996064,0.008444003,0.011569429
417,0.633422525,0.628071029,0.550960837,0.584368152,0.629530528,,0.010108042,0.017527281,0.010255261,0.008364684,0.011091413
418,0.715924993,0.683179401,0.565910999,0.67853139,0.712846348,,0.009569993,0.018016277,0.01117996,0.011138646,0.009626968
419,0.655725922,0.662194538,0.605414471,0.647411314,0.657642549,,0.01085188,0.019749309,0.01161778,0.012230124,0.011414123
420,0.694714132,0.673139159,0.552858684,0.618353576,0.720528729,,0.007192801,0.013856399,0.008720665,0.009857622,0.00717411
421,0.59523269,0.591827469,0.514869467,0.549028571,0.626787741,,0.012713511,0.021672536,0.011668222,0.009162935,0.013920415
422,0.630280019,0.628381585,0.537968676,0.603419615,0.653928317,,0.00991673,0.018025383,0.010610371,0.008383849,0.010277989
423,0.654823587,0.643967432,0.49543548,0.601087494,0.655231984,,0.010383694,0.017588988,0.011713984,0.008597463,0.010820512
424,0.659017211,0.651534048,0.601147418,0.621628372,0.662175649,,0.012833897,0.021369307,0.014363412,0.010641925,0.013439619
425,0.658882784,0.673992674,0.541208791,0.595281722,0.66903344,,0.010886166,0.019813523,0.011213524,0.007791985,0.011473855
426,0.637236084,0.642514395,0.563099808,0.586506024,0.662667946,,0.011251464,0.020327465,0.01290913,0.011381307,0.011791096
427,0.69375,0.676358696,0.550543478,0.668574543,0.696467391,,0.008818826,0.016051106,0.010006712,0.012965965,0.009421054
428,0.69081404,0.676873289,0.516305701,0.63110668,0.69205875,,0.009300776,0.01555386,0.010081169,0.010517182,0.009957474
429,0.665041068,0.617043121,0.483829569,0.577920411,0.702952503,,0.009557579,0.018080728,0.010529816,0.008252296,0.009761226
430,0.690040197,0.711255025,0.591558732,0.653020134,0.688407416,,0.009147576,0.015431436,0.010468429,0.009288085,0.009648024
431,0.634708738,0.626699029,0.536650485,0.578717201,0.664805825,,0.008755939,0.015201206,0.008774151,0.009342629,0.009118756
432,0.69368203,0.648886587,0.551786639,0.627949183,0.720093216,,0.007387811,0.013917895,0.009005796,0.008818984,0.007695132
433,0.669740778,0.692422732,0.527168495,0.623159471,0.680957129,,0.009121132,0.01715952,0.010285653,0.0090331,0.009772059
434,0.669842007,0.676579926,0.537174721,0.625145248,0.676115242,,0.008956039,0.014654102,0.010076328,0.008855934,0.009097765
435,0.644438656,0.646522532,0.505600417,0.608027105,0.655639489,,0.00941887,0.017276536,0.009571304,0.009170393,0.010367841
436,0.635558746,0.613065327,0.498444604,0.547522145,0.63259933,,0.010796026,0.019116934,0.011480162,0.008747597,0.012143853
437,0.689495604,0.685099491,0.586534012,0.624883937,0.661499306,,0.007450893,0.013371705,0.008451921,0.009034473,0.008069649
438,0.658636473,0.63815948,0.562274151,0.630156815,0.656709227,,0.012967056,0.023461519,0.013303101,0.010510749,0.014495231
439,0.679525223,0.637240356,0.56330366,0.660148515,0.659000989,,0.009757118,0.017008737,0.011456181,0.006528855,0.010650533
