,ci_rsfse,ci_rsf,ci_cox,ci_gbm,ci_rotsf,,ibs_rsfse,ibs_rsf,ibs_cox,ibs_gbm,ibs_rotsf
55,0.6816696,0.689212975,0.558712597,0.628311885,0.669600201,,0.009050106,0.015855452,0.010206519,0.008346885,0.009111421
56,0.677305856,0.641115858,0.562452878,0.603469952,0.677557175,,0.00765105,0.014984639,0.008712505,0.010917915,0.008059115
57,0.629810159,0.623140072,0.501282709,0.56724846,0.625352836,,0.008021243,0.014978681,0.008044143,0.009996142,0.008703111
58,0.693450207,0.664231799,0.470659849,0.635233918,0.69508037,,0.009268129,0.016668095,0.010087829,0.008456335,0.009926061
59,0.723370429,0.687864335,0.543190249,0.651470978,0.694937715,,0.007402087,0.014580635,0.008394206,0.010574556,0.007841769
60,0.679784493,0.658702272,0.580698056,0.604596623,0.668540642,,0.012623752,0.022043632,0.013023518,0.010716464,0.013962704
61,0.671895425,0.710588235,0.556601307,0.644705882,0.674248366,,0.008212888,0.013341761,0.00894459,0.009495392,0.008621825
62,0.687073109,0.694156337,0.569946876,0.615287269,0.69339742,,0.0102597,0.016673893,0.010762838,0.009000577,0.010896989
63,0.693135613,0.692178905,0.585266683,0.635536398,0.700550108,,0.008847106,0.015864801,0.00911418,0.009217404,0.009430536
64,0.651306062,0.648595367,0.519960572,0.588699729,0.652452551,,0.010144439,0.017348887,0.011216324,0.013790813,0.010896203
65,0.664455218,0.656034703,0.533554478,0.57616739,0.65986221,,0.010416057,0.01963428,0.011337549,0.008791752,0.011215013
66,0.69253012,0.703855422,0.570120482,0.644562334,0.68939759,,0.010434143,0.017421372,0.011327047,0.01234986,0.011344565
67,0.69294809,0.660381978,0.548481881,0.636586562,0.697942185,,0.008455461,0.016062602,0.009898719,0.009835306,0.008394325
68,0.715076768,0.667757362,0.559023408,0.641993958,0.716335263,,0.01114246,0.019094501,0.013494467,0.012516069,0.010864605
69,0.700458716,0.676834862,0.571100917,0.666896235,0.701146789,,0.008356383,0.014753574,0.010002785,0.008147899,0.008495794
70,0.695641219,0.661879567,0.602670698,0.66876892,0.685987903,,0.01008974,0.018581498,0.012062819,0.010596535,0.010649048
71,0.725774717,0.695277914,0.518691589,0.649014778,0.717904575,,0.008826535,0.015152936,0.011300107,0.008502158,0.008944893
72,0.700151057,0.659113797,0.524169184,0.606854839,0.704282116,,0.009316454,0.017131093,0.010838786,0.009054092,0.009446826
73,0.71264637,0.668384075,0.629274005,0.706351066,0.708899297,,0.011601407,0.019767273,0.014043842,0.010948013,0.011349898
74,0.708799222,0.665532329,0.546426835,0.637402724,0.690568789,,0.009315231,0.017202846,0.010657322,0.009315839,0.009642638
75,0.704828273,0.674962668,0.56371329,0.655353132,0.68956933,,0.008489232,0.017772917,0.010127948,0.01044945,0.009281687
76,0.709025825,0.687547942,0.529532089,0.609107189,0.709792892,,0.009003696,0.017096851,0.009549701,0.008557989,0.008936292
77,0.685987903,0.653729839,0.539818548,0.629097327,0.694304435,,0.007440734,0.013984154,0.008704329,0.012805715,0.007823975
78,0.646949602,0.620159151,0.539787798,0.595535477,0.642970822,,0.00842846,0.013965936,0.009062188,0.009956469,0.009192332
79,0.673714435,0.675280606,0.56486557,0.594615787,0.667971809,,0.009591357,0.017149631,0.01067184,0.0098034,0.009929999
80,0.723532363,0.696939288,0.520070246,0.653527492,0.726223338,,0.009927209,0.019228622,0.011040261,0.008240627,0.010246915
81,0.674820144,0.672182254,0.51822542,0.579288803,0.690333413,,0.009138836,0.017849962,0.010866702,0.009518718,0.009801306
82,0.714669533,0.689951639,0.519613111,0.640053763,0.72031166,,0.00812745,0.014351477,0.009845032,0.009326823,0.008241397
83,0.68809884,0.684820978,0.492435703,0.615501136,0.696419566,,0.007752924,0.014161325,0.008985885,0.011152184,0.008256766
84,0.6876361,0.689329785,0.526010162,0.596316937,0.699104333,,0.010554306,0.018255361,0.011331545,0.013382699,0.01132715
85,0.710666023,0.698359073,0.589044402,0.659728945,0.712768525,,0.00986182,0.018520665,0.012566621,0.010848015,0.010034243
86,0.690263349,0.666102923,0.568011597,0.63250969,0.69147137,,0.009389526,0.015485811,0.009579296,0.010215969,0.01005933
87,0.675349278,0.664930144,0.541558134,0.603345281,0.665482113,,0.008198588,0.015101691,0.009354681,0.009226875,0.008561247
88,0.701255445,0.663335895,0.535741737,0.618717949,0.702460277,,0.007993123,0.015305288,0.00931294,0.00867248,0.008394007
89,0.753207998,0.701283199,0.520740078,0.69035533,0.733810803,,0.007289801,0.012452464,0.008334498,0.009883225,0.007534577
90,0.664285714,0.640640394,0.564285714,0.608598962,0.658374384,,0.008450812,0.016343826,0.00882293,0.010883646,0.009326905
91,0.622026,0.604120677,0.519254354,0.54006883,0.622516556,,0.00847379,0.01598236,0.008857947,0.009507309,0.009343954
92,0.627606753,0.629096326,0.562562066,0.605420189,0.62388282,,0.009351911,0.017304077,0.010703694,0.008555007,0.010084168
93,0.680552192,0.682005328,0.545168322,0.613138686,0.671753876,,0.009539152,0.016672965,0.010241446,0.008729853,0.010548454
94,0.636936256,0.639959688,0.581506677,0.542655225,0.646925403,,0.009332544,0.017089465,0.009671317,0.010376853,0.010347379
95,0.708772771,0.664189837,0.524209012,0.624040307,0.698465964,,0.008835164,0.016975221,0.011245687,0.008191706,0.008864113
96,0.618043202,0.614739517,0.501143583,0.608695652,0.673360447,,0.008621466,0.015501084,0.008566581,0.010411941,0.00901595
97,0.704396405,0.674277386,0.588535341,0.67201556,0.710225893,,0.008372523,0.015787554,0.00900943,0.009044245,0.008726097
98,0.68221363,0.681488642,0.527549541,0.618656356,0.704929918,,0.008818599,0.014978667,0.009184066,0.008913785,0.008799831
99,0.654934966,0.644478449,0.55827595,0.610329839,0.655955113,,0.00810735,0.015221421,0.008652838,0.010647433,0.008569561
100,0.644815553,0.632851446,0.544366899,0.622344414,0.656031904,,0.012633102,0.021360535,0.012559007,0.010428685,0.013860078
101,0.724209282,0.693467337,0.553650606,0.696862049,0.72095773,,0.009320367,0.015392557,0.011133794,0.012989296,0.009450113
102,0.722662821,0.672434511,0.503965393,0.665625,0.721461187,,0.008742833,0.015518563,0.010603007,0.012392869,0.008768647
103,0.673795344,0.66783974,0.506497022,0.601463018,0.676956404,,0.008447125,0.014444643,0.009422279,0.00770529,0.009126252
104,0.671123622,0.632653061,0.5350692,0.620422535,0.673469388,,0.009112732,0.01486817,0.011165749,0.008590818,0.009480173
105,0.686737995,0.64642946,0.579746206,0.650572424,0.679771087,,0.008163615,0.015233587,0.008765109,0.008669906,0.008803414
106,0.690176968,0.670428315,0.583226468,0.677609643,0.690433444,,0.007816876,0.013872956,0.008698365,0.010375365,0.008167383
107,0.707865169,0.680133875,0.56155869,0.673923445,0.710255797,,0.009114533,0.017776987,0.009730849,0.007225524,0.010068888
108,0.653277477,0.63676688,0.559635288,0.634056185,0.6700345,,0.008694753,0.014822879,0.010027548,0.00761885,0.008738206
109,0.714098189,0.729587818,0.530060383,0.630389064,0.721901261,,0.008923389,0.014403045,0.01085454,0.012375489,0.009045618
110,0.639320388,0.596601942,0.576699029,0.583333333,0.643932039,,0.008841269,0.016645942,0.009860375,0.007619683,0.009249025
111,0.634306569,0.642092457,0.560340633,0.607551766,0.639902676,,0.009056436,0.015602756,0.009600573,0.008369871,0.009614439
112,0.661721854,0.655629139,0.518145695,0.596714361,0.652623211,,0.008408749,0.015926395,0.008858238,0.008989946,0.009064684
113,0.68287373,0.659893566,0.551040155,0.65496368,0.686592449,,0.011565346,0.019151462,0.012032393,0.010453638,0.012117197
114,0.642438154,0.621525121,0.471563377,0.565561224,0.654424892,,0.009197001,0.015495957,0.009425945,0.008853116,0.009732886
115,0.709113924,0.662531646,0.551139241,0.655417407,0.701772152,,0.008459156,0.015950907,0.00937712,0.009596448,0.009087458
116,0.71328125,0.69453125,0.59375,0.696456488,0.699479167,,0.007642568,0.015168841,0.008875719,0.009512036,0.007950561
117,0.694290045,0.689236988,0.517180394,0.629142423,0.70439616,,0.00924393,0.016180679,0.010395263,0.012893567,0.009831241
118,0.686438464,0.652469297,0.535145022,0.643398693,0.675732218,,0.009395708,0.015714964,0.009932464,0.008351046,0.010212749
119,0.628486056,0.630478088,0.558515936,0.594318465,0.628237052,,0.011156699,0.018469673,0.010529342,0.009559329,0.012098049
120,0.647421093,0.601231717,0.495509366,0.57745754,0.640913758,,0.009451875,0.019304401,0.011585345,0.008161882,0.010312809
121,0.698688855,0.643217347,0.554967221,0.648839556,0.697099622,,0.008192535,0.015989764,0.008724396,0.010719241,0.00850022
122,0.705191756,0.669971302,0.584659536,0.627773427,0.697104096,,0.010575915,0.018269994,0.01231571,0.015301479,0.010918055
123,0.622527738,0.618668596,0.516642547,0.553433269,0.630880579,,0.012380138,0.022798191,0.012748827,0.010521547,0.012710675
124,0.68901454,0.659396877,0.518309101,0.599784541,0.688476037,,0.008556169,0.017003492,0.008888715,0.01104835,0.009512978
125,0.691016548,0.635933806,0.584397163,0.642992424,0.669739953,,0.0100377,0.018560368,0.011839878,0.008885942,0.010506496
126,0.699161426,0.704140461,0.524371069,0.605408244,0.70990566,,0.009094312,0.015889544,0.009709583,0.009930002,0.00991926
127,0.68848599,0.689898752,0.555450907,0.598726115,0.704261832,,0.00840099,0.015143939,0.010639943,0.008533025,0.008260697
128,0.670339555,0.65932089,0.604677311,0.608108108,0.670191226,,0.010460384,0.020622821,0.011430606,0.007708772,0.011585466
129,0.691183404,0.66525224,0.537246582,0.645710234,0.686232909,,0.008839606,0.016954817,0.009536398,0.008047401,0.0093532
130,0.670424047,0.679549114,0.515566291,0.616500941,0.657809984,,0.007509248,0.012726598,0.007781744,0.010099038,0.008317467
131,0.726925829,0.717863105,0.569282137,0.660774009,0.718034351,,0.009141501,0.01692681,0.010329639,0.008743487,0.010154331
132,0.655303933,0.647437426,0.575923719,0.628789687,0.660228898,,0.012237085,0.020237522,0.013978269,0.011197454,0.013200107
133,0.662260588,0.625843,0.522794713,0.591130341,0.669004586,,0.008760764,0.016995957,0.009070899,0.009078931,0.009157585
134,0.65828364,0.63106041,0.547835105,0.603993776,0.662863071,,0.00860706,0.01628007,0.00919024,0.009994669,0.009067383
135,0.622623345,0.650300842,0.52009627,0.564652059,0.65511432,,0.010348516,0.020606306,0.010760389,0.009398712,0.011766535
136,0.728639618,0.724343675,0.575894988,0.657040573,0.717354977,,0.008588161,0.014887176,0.00952839,0.009815754,0.009142798
137,0.672223716,0.650712557,0.508470019,0.619380888,0.699919333,,0.008376561,0.01552067,0.01006872,0.009300597,0.008460226
138,0.726259947,0.716180371,0.591777188,0.651273885,0.722133758,,0.007298976,0.012416899,0.008603793,0.010732291,0.007384417
139,0.661150512,0.642237983,0.548988705,0.633543638,0.672445495,,0.009198091,0.016426652,0.009735382,0.008715602,0.009624251
140,0.686811842,0.681184243,0.560313188,0.651481754,0.679226817,,0.009809248,0.017357715,0.010637908,0.007852293,0.010333909
141,0.660955348,0.629283489,0.521287643,0.620716511,0.658270579,,0.009101339,0.017897654,0.010654918,0.008492331,0.009335144
142,0.669642857,0.637053571,0.552232143,0.624105546,0.661383929,,0.010890565,0.018438976,0.011306559,0.010006337,0.011747091
143,0.619224642,0.589484865,0.543016463,0.563897764,0.633297929,,0.011450728,0.022692949,0.010784702,0.013090022,0.013101311
144,0.712801134,0.67288616,0.496457251,0.585400425,0.727916863,,0.010653647,0.020391252,0.011847907,0.008257709,0.010800689
145,0.68558748,0.651249708,0.560850269,0.665497896,0.704975473,,0.010391248,0.018804093,0.010951583,0.010013088,0.010851813
146,0.688356164,0.671232877,0.502446184,0.599166462,0.711594912,,0.01144794,0.019393734,0.013866169,0.013506116,0.011322102
147,0.627016614,0.603419215,0.49410065,0.557242709,0.626535035,,0.009938571,0.017989433,0.010621844,0.008373577,0.010291551
148,0.704486849,0.651624549,0.504383703,0.620289107,0.716090768,,0.008124551,0.014347173,0.009917161,0.010580883,0.008408301
149,0.675353142,0.665611301,0.48587433,0.612966122,0.672187043,,0.008877101,0.015722346,0.010038677,0.00855549,0.009796435
150,0.715125601,0.705237841,0.537145911,0.645454545,0.716461785,,0.007630185,0.014345326,0.009327883,0.009872055,0.007765989
151,0.658888622,0.642290113,0.524416647,0.60919817,0.681665063,,0.01149778,0.019889922,0.013554238,0.011681343,0.011430503
152,0.672147239,0.666993865,0.48809816,0.613307145,0.679263804,,0.008480549,0.014197991,0.009695181,0.009309489,0.009058228
153,0.664808531,0.661415414,0.54459525,0.603201552,0.666262724,,0.008683081,0.015417717,0.010223084,0.009647781,0.009173676
154,0.640951883,0.648797071,0.541056485,0.58837392,0.653936699,,0.008495172,0.015595761,0.009344073,0.01027036,0.0099579
155,0.68660826,0.654067584,0.531914894,0.649048096,0.685106383,,0.00915097,0.016871324,0.009737333,0.008425321,0.009950122
156,0.706796117,0.677184466,0.568203883,0.624817873,0.705268269,,0.008459666,0.016240628,0.010102622,0.008553329,0.008987206
157,0.700824794,0.68707823,0.581604599,0.690672668,0.69025,,0.008814892,0.015336992,0.00931701,0.008053648,0.009719648
158,0.628528226,0.612903226,0.55141129,0.575604839,0.614570204,,0.010022641,0.018842916,0.010643708,0.007709892,0.011540206
159,0.669274909,0.676577986,0.539906103,0.611009653,0.673187272,,0.007259969,0.012837881,0.007815247,0.010674391,0.007964368
160,0.678314983,0.646960268,0.565581618,0.637583893,0.666267656,,0.009371649,0.016300602,0.010168268,0.008634854,0.010355131
161,0.654127199,0.651150203,0.552368065,0.604223064,0.655387114,,0.0105792,0.016549657,0.011038329,0.007493379,0.011840137
162,0.682793136,0.657769304,0.566491897,0.630875686,0.680648236,,0.009018271,0.017433306,0.009663848,0.008499045,0.00966494
163,0.714890017,0.691765369,0.5428652,0.646726862,0.718476728,,0.007562013,0.013972673,0.008864335,0.01056163,0.007801341
164,0.636714045,0.597687304,0.491206938,0.593568665,0.65309564,,0.011940421,0.021405745,0.014975277,0.011359914,0.012631803
165,0.68383659,0.703121035,0.574219741,0.611648016,0.703553299,,0.008106768,0.014551153,0.00940584,0.009109843,0.008286118
166,0.679875865,0.674146574,0.556457388,0.602628435,0.69252805,,0.008187621,0.014721058,0.008897378,0.008838828,0.008739565
167,0.674748959,0.645358805,0.539554249,0.641597256,0.662258144,,0.009935634,0.016912589,0.011836743,0.008013743,0.010238373
168,0.655382532,0.618370571,0.581809975,0.631329114,0.659670503,,0.008488368,0.017453735,0.008830071,0.008999266,0.008964648
169,0.662879789,0.685865258,0.551387054,0.604337477,0.664112051,,0.008455056,0.013976297,0.009271023,0.010764576,0.008761897
170,0.729934377,0.675921252,0.555779909,0.675170498,0.708406968,,0.007274237,0.014573437,0.009054059,0.009949014,0.007697947
171,0.672516007,0.626037467,0.516243775,0.628890473,0.658525018,,0.008862702,0.017464282,0.009868042,0.00986712,0.009326069
172,0.719242902,0.746200172,0.637223975,0.583836641,0.732931727,,0.008647717,0.015320229,0.009157227,0.007784651,0.009156596
173,0.669691025,0.658410986,0.510053948,0.642120766,0.685553103,,0.008003961,0.014683914,0.009926633,0.010130515,0.008490303
174,0.640717092,0.648821218,0.610265226,0.635626536,0.632367387,,0.012601099,0.020208591,0.013656203,0.009164182,0.013562572
175,0.655378011,0.65967088,0.497972812,0.613234591,0.646469466,,0.009330451,0.016071996,0.010529669,0.010253276,0.009847247
176,0.733414338,0.715431349,0.497205346,0.627188716,0.74647545,,0.008858294,0.016778803,0.009709767,0.008994233,0.00926523
177,0.670189767,0.648330531,0.503723276,0.620043259,0.651933702,,0.010377961,0.022275109,0.010206699,0.007901278,0.01218245
178,0.686524454,0.649583767,0.49219563,0.612542285,0.713951067,,0.008036772,0.015486224,0.009102041,0.009193206,0.008984818
179,0.69589404,0.66013245,0.530860927,0.6,0.685298013,,0.008177166,0.014320967,0.009062325,0.009726443,0.008554843
180,0.681225869,0.665781853,0.573117761,0.64468599,0.680994929,,0.007578058,0.012879739,0.008443657,0.00954466,0.007901194
181,0.638539938,0.640910168,0.519554397,0.58359023,0.653946433,,0.009998127,0.0183695,0.011066568,0.011087003,0.010595093
182,0.663273097,0.674217358,0.548740137,0.616344196,0.658604888,,0.008369049,0.014387302,0.008604724,0.009161511,0.009266887
183,0.688361409,0.678407351,0.584226646,0.64446146,0.678662583,,0.009751708,0.017442033,0.010473388,0.008840694,0.010052218
184,0.740411701,0.7375948,0.569014085,0.66616085,0.731527627,,0.008667118,0.016126396,0.010546688,0.008712807,0.008547641
185,0.689152725,0.660280626,0.537776579,0.604048583,0.683756071,,0.008086253,0.015327251,0.008447153,0.008739565,0.008656333
186,0.713526442,0.678448047,0.543980866,0.608880617,0.686337055,,0.008663743,0.016182399,0.009353394,0.009330436,0.009603509
187,0.695037353,0.67796158,0.516808965,0.635538954,0.719316969,,0.008726528,0.015551779,0.008857864,0.008353537,0.009544241
188,0.672464544,0.635804121,0.561680492,0.613569322,0.664346895,,0.011351084,0.019486037,0.012767694,0.012909177,0.012564018
189,0.593775154,0.561845989,0.497182721,0.539703903,0.608964037,,0.010209692,0.017811691,0.010087502,0.00744213,0.010876563
190,0.680305645,0.682031057,0.551639142,0.670861091,0.688362919,,0.008444024,0.015637993,0.009018477,0.011134467,0.009003381
191,0.655871511,0.638230648,0.527382833,0.533033827,0.652711954,,0.009838134,0.017992591,0.010027074,0.00860586,0.010677695
192,0.673587385,0.664914586,0.567148489,0.622076216,0.666754271,,0.009730966,0.017484369,0.009534408,0.013511262,0.010422435
193,0.724313327,0.696083418,0.57121058,0.671926699,0.710325534,,0.008316218,0.014844279,0.010452454,0.009110548,0.00835618
194,0.658658205,0.6262466,0.553717135,0.654500113,0.641577873,,0.008727221,0.017965378,0.010576633,0.008266899,0.009251078
195,0.706518938,0.674310745,0.517907756,0.614709677,0.725257732,,0.008310586,0.015100336,0.009729968,0.009635653,0.008511518
196,0.686935741,0.657992565,0.535847053,0.642231076,0.676048858,,0.007923798,0.015369631,0.009128982,0.007382414,0.008205453
197,0.619047619,0.633976834,0.497554698,0.545384219,0.650875386,,0.00895637,0.015999036,0.009193258,0.01161961,0.009718902
198,0.659001957,0.670988258,0.608121331,0.646885728,0.666992904,,0.009161195,0.016192923,0.009698883,0.010513324,0.009563431
199,0.632536124,0.652466368,0.498505232,0.567824132,0.65221724,,0.010542148,0.016779741,0.011009278,0.012525428,0.011090727
200,0.675228451,0.661397876,0.556186713,0.613366337,0.666831316,,0.011282202,0.020699908,0.011517052,0.011870987,0.012426282
201,0.590640129,0.594405594,0.472834857,0.550619278,0.612590799,,0.011846963,0.021917577,0.012020439,0.012375523,0.012489001
202,0.679095203,0.646035297,0.56052697,0.613642021,0.6748695,,0.010914289,0.020536177,0.01172401,0.012066035,0.011962184
203,0.675912409,0.662287105,0.586131387,0.618943268,0.674695864,,0.008160155,0.016128942,0.009731834,0.009777648,0.008699791
204,0.648004147,0.65785381,0.55624676,0.58676394,0.658113012,,0.009421074,0.017237129,0.009464759,0.013877319,0.010113622
205,0.61816839,0.607336288,0.558591827,0.589787864,0.627031019,,0.010274306,0.019147193,0.009837229,0.010193033,0.011328742
206,0.750235405,0.736581921,0.540489642,0.656994574,0.758003766,,0.007838527,0.015115037,0.009693556,0.009926332,0.008228666
207,0.67627657,0.648179819,0.515514293,0.626712329,0.681085044,,0.007954181,0.014904749,0.009800936,0.010599467,0.008131827
208,0.628696074,0.618274358,0.511391178,0.602812803,0.635239942,,0.008667252,0.016670053,0.008947977,0.01121533,0.009805591
209,0.667439464,0.679031427,0.566718187,0.683247423,0.655847501,,0.010266507,0.017308188,0.01050735,0.007979699,0.011582554
210,0.677179963,0.691326531,0.558441558,0.601345083,0.67393321,,0.008455398,0.016754216,0.010316853,0.007517801,0.008579939
211,0.653632633,0.626357712,0.541153753,0.592449177,0.643081381,,0.008256286,0.015373272,0.008436136,0.010117267,0.009926724
212,0.658296406,0.632939439,0.531019202,0.564299901,0.674790743,,0.00977564,0.018533592,0.009938989,0.009313324,0.01019869
213,0.658041112,0.654655381,0.561547763,0.598644396,0.653688029,,0.010488697,0.019091683,0.01055267,0.008420992,0.01189402
214,0.649755643,0.617640214,0.469397254,0.592782305,0.65339851,,0.010480004,0.018847912,0.010974177,0.009044549,0.010796874
215,0.616628176,0.592507057,0.469078779,0.593942505,0.629715166,,0.009174729,0.01621645,0.010227235,0.009597808,0.009547899
216,0.736869748,0.708771008,0.582720588,0.684805468,0.739758403,,0.008184937,0.014366748,0.009979032,0.009706219,0.008597278
217,0.59798995,0.562255723,0.518704634,0.53549469,0.59491904,,0.010577575,0.017863376,0.00941559,0.009522605,0.011868326
218,0.675695825,0.646620278,0.490059642,0.624906786,0.68638171,,0.008016422,0.014062913,0.009390878,0.009117337,0.0081087
