,ci_rsfes,ci_rsf,ci_cox,ci_gbm,ci_rotsf,,ibs_rsfes,ibs_rsf,ibs_cox,ibs_gbm,ibs_rotsf
131,0.75433526,0.75433526,0.693641618,0.708092486,0.731213873,,0.006818721,0.00744329,0.007727814,0.008568176,0.006893499
132,0.709677419,0.693548387,0.709677419,0.687096774,0.65483871,,0.007419579,0.010346839,0.007574712,0.009907836,0.010176422
133,0.719745223,0.713375796,0.72611465,0.805732484,0.76433121,,0.007911008,0.009703458,0.010539278,0.005868401,0.008837918
134,0.66568915,0.648093842,0.656891496,0.709677419,0.662756598,,0.009802041,0.013918559,0.0091439,0.0070646,0.011199721
135,0.645768025,0.595611285,0.686520376,0.677115987,0.65830721,,0.008770825,0.011057736,0.009022188,0.010516028,0.010088234
136,0.685294118,0.697058824,0.652941176,0.680473373,0.716814159,,0.00816827,0.008760708,0.011382759,0.00748818,0.007474025
137,0.700296736,0.682492582,0.667655786,0.670623145,0.649851632,,0.007212541,0.009568228,0.007687244,0.010412855,0.008623635
138,0.76146789,0.752293578,0.749235474,0.77675841,0.73088685,,0.008264406,0.011822723,0.010517384,0.007552601,0.010048171
139,0.770833333,0.800595238,0.744047619,0.755952381,0.741071429,,0.006083546,0.008392569,0.00797976,0.00754825,0.006725336
140,0.749262537,0.734513274,0.719764012,0.728613569,0.722713864,,0.007754999,0.011127767,0.010014726,0.007213244,0.009437299
141,0.746031746,0.758730159,0.717460317,0.73015873,0.777777778,,0.006680952,0.008147971,0.007513059,0.008517563,0.007246402
142,0.718181818,0.693939394,0.66969697,0.684848485,0.739393939,,0.007152662,0.00851248,0.008904067,0.007272529,0.006698029
143,0.755700326,0.726384365,0.716612378,0.716612378,0.768729642,,0.006743932,0.009347862,0.007064913,0.008848539,0.006998836
144,0.751533742,0.726993865,0.696319018,0.707692308,0.739263804,,0.007812037,0.010502016,0.011623062,0.007014037,0.008707005
145,0.681415929,0.678466077,0.710914454,0.681415929,0.684365782,,0.01057541,0.011656945,0.010214618,0.00799235,0.011815108
146,0.702857143,0.688571429,0.697142857,0.645714286,0.728571429,,0.006750281,0.009059316,0.009360797,0.008656674,0.006863363
147,0.600600601,0.63963964,0.657657658,0.675675676,0.60960961,,0.007549006,0.009914287,0.007801865,0.010848746,0.007930624
148,0.691428571,0.728571429,0.608571429,0.628571429,0.68,,0.007210949,0.007571649,0.009762641,0.00880448,0.007201851
149,0.7,0.677142857,0.702857143,0.714285714,0.697142857,,0.012882694,0.017493381,0.013277496,0.006170048,0.014700141
150,0.721068249,0.697329377,0.732937685,0.744807122,0.75074184,,0.0079395,0.011124571,0.009975954,0.006277936,0.008168493
151,0.7,0.652941176,0.6,0.657817109,0.717647059,,0.008347614,0.011028232,0.012508991,0.006147959,0.008928643
152,0.699680511,0.674121406,0.741214058,0.68370607,0.686900958,,0.009681185,0.015339973,0.013891152,0.006027168,0.011733224
153,0.77675841,0.749235474,0.71559633,0.73088685,0.779816514,,0.004994437,0.006181131,0.006550526,0.011704601,0.004849923
154,0.760517799,0.747572816,0.689320388,0.708737864,0.734627832,,0.007249327,0.009350071,0.009586969,0.009491116,0.007941605
155,0.72392638,0.619631902,0.785276074,0.742331288,0.705521472,,0.009431512,0.013781042,0.01071597,0.007408403,0.01087892
156,0.74556213,0.727810651,0.74260355,0.730769231,0.75739645,,0.010023631,0.013795536,0.012234524,0.006464843,0.01062813
157,0.81120944,0.790560472,0.769911504,0.790560472,0.793510324,,0.008355944,0.01032013,0.013443466,0.005459979,0.008966612
158,0.754285714,0.742857143,0.66,0.697142857,0.717142857,,0.006412353,0.007994953,0.009078257,0.005456063,0.007313246
159,0.747692308,0.716923077,0.68,0.723076923,0.707692308,,0.006308736,0.008643062,0.007555306,0.008767217,0.00688946
160,0.61627907,0.63372093,0.61627907,0.630813953,0.662790698,,0.009158092,0.010850959,0.011121203,0.008568448,0.00931836
161,0.711598746,0.70846395,0.673981191,0.724137931,0.717868339,,0.009961626,0.012781165,0.01401887,0.006452385,0.011109782
162,0.727002967,0.724035608,0.637982196,0.633928571,0.747774481,,0.007873432,0.01019319,0.010019737,0.007065913,0.008393166
163,0.641744548,0.651090343,0.700934579,0.676012461,0.647975078,,0.008839135,0.013146521,0.009046159,0.008664775,0.008632708
164,0.712209302,0.703488372,0.671511628,0.723837209,0.715116279,,0.008592085,0.011616418,0.010822414,0.007855219,0.008941567
165,0.797101449,0.779710145,0.710144928,0.752186589,0.788405797,,0.006420738,0.007618027,0.010749241,0.007900621,0.006626361
166,0.660714286,0.755952381,0.651785714,0.681547619,0.6875,,0.00695273,0.008806007,0.009593508,0.006895127,0.007770352
167,0.717391304,0.708074534,0.711180124,0.711180124,0.701863354,,0.009936263,0.012684351,0.010632731,0.006286775,0.010256494
168,0.584302326,0.590116279,0.561046512,0.558139535,0.581395349,,0.007430739,0.010312924,0.009037183,0.011779186,0.008292872
169,0.655629139,0.649006623,0.625827815,0.641196013,0.645695364,,0.007696412,0.010064228,0.01031126,0.010925295,0.00861598
170,0.679640719,0.703592814,0.655688623,0.700598802,0.71257485,,0.007221674,0.009522323,0.009365938,0.008287542,0.006873128
171,0.681415929,0.678466077,0.672566372,0.627218935,0.690265487,,0.006600123,0.008141613,0.008621434,0.008394188,0.006011937
172,0.806060606,0.766666667,0.796969697,0.775757576,0.8,,0.005454974,0.006448961,0.006857452,0.006458309,0.005269074
173,0.700906344,0.688821752,0.64652568,0.664652568,0.697885196,,0.007740607,0.009664804,0.010861132,0.009301572,0.008071177
174,0.73030303,0.712121212,0.666666667,0.703030303,0.715151515,,0.007741752,0.012182673,0.009478029,0.006372985,0.009049323
175,0.725146199,0.69005848,0.710526316,0.742690058,0.728070175,,0.009055815,0.011123149,0.009172261,0.007259024,0.008482445
176,0.667711599,0.645768025,0.673981191,0.717868339,0.670846395,,0.008701473,0.009649058,0.011491939,0.006005171,0.009134998
177,0.682352941,0.676470588,0.676470588,0.678466077,0.7,,0.010216086,0.01259755,0.012294901,0.007012543,0.010632803
178,0.672672673,0.690690691,0.66966967,0.675675676,0.681681682,,0.008244691,0.010152638,0.009547713,0.007440401,0.008094641
179,0.695402299,0.721264368,0.683908046,0.675287356,0.715517241,,0.00800567,0.013197317,0.008634067,0.00839894,0.008781281
180,0.694189602,0.703363914,0.688073394,0.701538462,0.672782875,,0.00762203,0.008690133,0.007871403,0.008476531,0.008577041
181,0.671428571,0.657142857,0.66,0.645714286,0.668571429,,0.00905069,0.014005566,0.010488136,0.009977797,0.010158352
182,0.75443787,0.713017751,0.695266272,0.724852071,0.730769231,,0.008920582,0.009669747,0.009395386,0.006221852,0.009572546
183,0.70030581,0.663608563,0.651376147,0.697247706,0.681957187,,0.008384175,0.010621691,0.010730663,0.01137629,0.009680888
184,0.709580838,0.691616766,0.613772455,0.668674699,0.703592814,,0.00723047,0.010478486,0.012093079,0.008276455,0.007776004
185,0.60952381,0.622222222,0.603174603,0.568253968,0.584126984,,0.007626598,0.008844113,0.009201838,0.011610058,0.008688852
186,0.701807229,0.686746988,0.587349398,0.656626506,0.662650602,,0.014826435,0.020136488,0.023295243,0.019834959,0.017371121
187,0.717201166,0.670553936,0.696793003,0.679300292,0.717201166,,0.009586904,0.012713577,0.010566589,0.007263605,0.009967542
188,0.70773639,0.693409742,0.681948424,0.681948424,0.730659026,,0.005593789,0.006936386,0.008202255,0.007560085,0.005157443
189,0.726708075,0.748447205,0.655279503,0.698757764,0.717391304,,0.009708794,0.009821812,0.013715456,0.022761628,0.010113933
190,0.752321981,0.746130031,0.721362229,0.73993808,0.761609907,,0.007154335,0.009854593,0.008792986,0.008502006,0.007206253
191,0.680115274,0.645533141,0.682997118,0.662824207,0.610951009,,0.00939207,0.01325034,0.009696549,0.007836498,0.011069479
192,0.763578275,0.766773163,0.674121406,0.71884984,0.776357827,,0.006177657,0.008292762,0.007769963,0.007406848,0.006084238
193,0.762658228,0.772151899,0.775316456,0.784810127,0.78164557,,0.008174656,0.008927084,0.010647144,0.007916667,0.008563965
194,0.596385542,0.608433735,0.602409639,0.596385542,0.626506024,,0.008799044,0.011248942,0.009009567,0.011825596,0.008948851
195,0.695906433,0.692982456,0.631578947,0.704678363,0.684210526,,0.008578225,0.009967548,0.012033864,0.007843049,0.008947383
196,0.794478528,0.763803681,0.763803681,0.766871166,0.779141104,,0.006900568,0.009926382,0.009520162,0.008059063,0.006980787
197,0.675757576,0.651515152,0.66969697,0.657575758,0.678787879,,0.00976798,0.012730091,0.011509455,0.00787354,0.010499851
198,0.661490683,0.720496894,0.611801242,0.627329193,0.664596273,,0.00650111,0.00745678,0.008957016,0.009624395,0.006632485
199,0.75,0.695121951,0.707317073,0.704268293,0.734756098,,0.008272521,0.009917163,0.011202437,0.007595919,0.008731292
200,0.765714286,0.768571429,0.708571429,0.728571429,0.737142857,,0.006889153,0.009823122,0.008738129,0.007674042,0.007038857
201,0.743119266,0.737003058,0.73088685,0.737003058,0.709480122,,0.007131924,0.00928573,0.007877071,0.0068594,0.009073068
202,0.664756447,0.676217765,0.601719198,0.630372493,0.64469914,,0.007071526,0.010169426,0.00844547,0.0061735,0.008384091
203,0.710914454,0.772861357,0.710914454,0.686390533,0.728613569,,0.007523202,0.009692777,0.008351252,0.007179654,0.007997936
204,0.844776119,0.829850746,0.719402985,0.725373134,0.776119403,,0.008873274,0.01124754,0.01170273,0.005101535,0.00898794
205,0.697819315,0.685358255,0.660436137,0.710280374,0.716510903,,0.007358919,0.009436941,0.01028404,0.009303835,0.008015204
206,0.75443787,0.718934911,0.769230769,0.789940828,0.775147929,,0.007460429,0.00901533,0.006147188,0.006655167,0.007511991
207,0.785714286,0.760869565,0.788819876,0.795031056,0.760869565,,0.007802852,0.009206823,0.00904517,0.0051905,0.007918159
208,0.73968254,0.720634921,0.787301587,0.742857143,0.755555556,,0.011687611,0.018504479,0.013673417,0.007587132,0.013688631
209,0.721362229,0.665634675,0.724458204,0.73374613,0.724458204,,0.009635878,0.013600685,0.01101813,0.007120927,0.011032062
210,0.670487106,0.684813754,0.607449857,0.641833811,0.64469914,,0.009930388,0.012028502,0.011171085,0.009588575,0.011111811
211,0.774096386,0.789156627,0.725903614,0.758308157,0.777108434,,0.007712267,0.007528368,0.009261695,0.007043498,0.007819101
212,0.626470588,0.576470588,0.6,0.576470588,0.614705882,,0.011646665,0.016262349,0.013250607,0.009520902,0.013585771
213,0.706586826,0.721556886,0.754491018,0.714714715,0.730538922,,0.010065739,0.012199584,0.009742173,0.007668985,0.011513038
214,0.689759036,0.692771084,0.686746988,0.689759036,0.692771084,,0.009026872,0.013672874,0.00914144,0.008214972,0.012648719
215,0.695384615,0.655384615,0.701538462,0.652307692,0.686153846,,0.009931401,0.012943792,0.011394951,0.008113471,0.012276652
216,0.818452381,0.794642857,0.785714286,0.817910448,0.806547619,,0.007100289,0.008062513,0.007486572,0.006920281,0.007235864
217,0.695402299,0.695402299,0.637931034,0.672413793,0.732758621,,0.005183666,0.007041618,0.007198032,0.010692999,0.005078242
218,0.723602484,0.695652174,0.701863354,0.73125,0.720496894,,0.006622454,0.010147096,0.009241332,0.009366467,0.007584565
