,ci_rsfes,ci_rsfl,ci_rsfls,ci_coxlasso,ci_coxridge,,ibs_rsfes,ibs_rsfl,ibs_rsfls,ibs_coxlasso,ibs_coxridge
23,0.547478992,0.492436975,0.570168067,NA,0.562605042,,0.218504804,0.159363618,0.163421906,0,0.201264135
24,0.535947712,0.525676937,0.537815126,0.5,0.551820728,,0.184660865,0.161613353,0.154719785,0.17620887,0.177030077
25,0.60894597,0.494685562,0.596545616,NA,0.592559787,,0.154935573,0.153687061,0.148455397,NA,0.166960087
26,0.534150613,0.535901926,0.588003503,NA,0.581436077,,0.19372642,0.168661126,0.172803082,NA,0.182499079
27,0.562646645,0.488972313,0.594366197,NA,0.580947912,,0.17312166,0.152455847,0.145751691,NA,0.1591279
28,0.578705637,0.523173278,0.530271399,NA,NA,,0.198122925,0.16494925,0.164267447,NA,NA
29,0.582478295,0.570639305,0.510655091,NA,0.593922652,,0.212793056,0.158495395,0.165227014,NA,0.208449813
30,0.584545911,0.494229804,0.566984446,0.544405419,0.595584546,,0.196692963,0.161297881,0.150367975,0.172284336,0.17769937
31,0.591500434,0.554206418,0.55160451,0.560711188,NA,,0.215186988,0.158228881,0.156948388,0.193027959,0
32,0.594314079,0.495487365,0.575361011,NA,NA,,0.13242986,0.163566432,0.162377161,NA,0
33,0.585654008,0.4907173,0.601265823,0.467510549,NA,,0.190230137,0.161114544,0.159326923,0.19107337,0
34,0.612828796,0.532994924,0.558837102,0.669127826,0.609598523,,0.179783822,0.148954983,0.142349985,0.163525187,0.167968264
35,0.549019608,0.525210084,0.533146592,0.604575163,0.548085901,,0.147804178,0.146175721,0.142994445,0.153135204,0.15977703
36,0.513888889,0.49452862,0.550084175,0.452861953,0.529461279,,0.212721958,0.170523936,0.162270397,0.209491845,0.203491047
37,0.564299424,0.471209213,0.550863724,0.60940499,0.550383877,,0.132821021,0.178802449,0.16592976,0.134041122,0.153065087
38,0.503658537,0.523577236,0.533739837,NA,0.537804878,,0.223060312,0.158066351,0.161600209,NA,0.207095203
39,0.543946188,0.437219731,0.501345291,NA,0.647982063,,0.214667962,0.160502489,0.151177948,NA,0.17933353
40,0.528795812,0.539703316,0.567626527,0.626963351,0.564572426,,0.1412527,0.184821309,0.185353879,0.128489578,0.133281059
41,0.559158633,0.566608238,0.562226117,0.628834356,0.569675723,,0.195224982,0.159588258,0.157224832,0.180667686,0.206681405
42,0.56097561,0.494128275,0.506775068,0.426829268,NA,,0.17342644,0.156985479,0.15251603,0.181208358,0
43,0.571428571,0.503571429,0.611607143,0.582142857,0.579017857,,0.237349855,0.154086004,0.140034455,0.190668256,0.198869556
44,0.572739187,0.569681083,0.570117955,0.624726955,0.594582787,,0.144845288,0.206435003,0.21417684,0.12522134,0.131682165
45,0.613010446,0.515669516,0.559354226,NA,0.644824311,,0.20977244,0.156254497,0.143382593,NA,0.184763412
46,0.619384359,0.53327787,0.56530782,0.643926789,0.619800333,,0.183618535,0.171466177,0.173652454,0.166944787,0.175752862
47,0.547782875,0.561544343,0.453746177,0.59059633,0.572247706,,0.173874347,0.16391673,0.177730353,0.159228613,0.177251028
48,0.5758056,0.477020602,0.566825145,NA,0.569994717,,0.268440076,0.174435077,0.150876295,NA,0.18783447
49,0.552827707,0.462954844,0.583516002,NA,NA,,0.186474854,0.169370666,0.16229872,NA,0
50,0.580416482,0.547629597,0.530793088,0.550731059,0.581302614,,0.156276195,0.152764601,0.151637428,0.178805714,0.171783082
51,0.572083333,0.55875,0.60125,NA,NA,,0.228494978,0.176722286,0.183661624,NA,0
52,0.569821931,0.5,0.567947516,NA,0.576850984,,0.137399493,0.146439109,0.139966581,NA,0.143449292
53,0.598776224,0.513548951,0.594405594,0.64729021,0.593531469,,0.168788788,0.158446848,0.152561864,0.158232772,0.175304094
54,0.604424779,0.480088496,0.64380531,0.506637168,0.629646018,,0.192153684,0.158923653,0.152872897,0.18238718,0.176180039
55,0.504718917,0.540828888,0.551497743,0.569963069,0.548215018,,0.195162135,0.179061002,0.181112239,0.180321297,0.176618865
56,0.549640288,0.477218225,0.514628297,0.461390887,0.536690647,,0.180899726,0.164308053,0.142911824,0.168007781,0.18622493
57,0.611031859,0.587256301,0.512125535,0.610080837,0.604374703,,0.1824665,0.14267047,0.140779741,0.162541553,0.159352429
58,0.578034682,0.477704377,0.599504542,0.542939719,NA,,0.173919268,0.17456174,0.172023098,0.185448847,0
59,0.556839359,0.557584793,0.550503168,NA,0.555721208,,0.171757228,0.179924779,0.194133941,NA,0.150581775
60,0.590707965,0.456858407,0.524889381,NA,0.576327434,,0.271167571,0.166027381,0.135958554,NA,0.18475903
61,0.519097854,0.52018916,0.512550018,NA,NA,,0.207122049,0.187249475,0.202298066,NA,0
62,0.534097421,0.444126074,0.593123209,0.592550143,NA,,0.133337536,0.152651436,0.128435476,0.136727358,0
63,0.582363474,0.475380483,0.568039391,0.640107431,NA,,0.187003221,0.16466579,0.151278348,0.176864914,0
64,0.633434915,0.572921202,0.584675664,0.517196343,0.567696996,,0.137089073,0.150031695,0.159966144,0.175782961,0.169776866
65,0.50939759,0.500240964,0.557590361,0.613975904,0.538313253,,0.259307908,0.15477133,0.136019648,0.181278417,0.191137411
66,0.549652636,0.481405803,0.560686555,0.569268492,0.556599918,,0.172794362,0.188362675,0.188875651,0.188174635,0.16903086
67,0.571240684,0.481367821,0.564226217,NA,0.583077598,,0.258742178,0.168888989,0.162278443,NA,0.196841537
68,0.596968346,0.557735176,0.5679893,0.50468123,0.564422648,,0.14796503,0.150713476,0.148372772,0.148047637,0.143286539
69,0.63876652,0.556534508,0.664219285,NA,0.643661282,,0.149679217,0.156853914,0.140527448,NA,0.137876292
70,0.608538059,0.521949255,0.554973822,0.552154652,NA,,0.220551555,0.16210201,0.165287149,0.186202202,NA
71,0.603706973,0.500441306,0.57678729,NA,NA,,0.182775297,0.156103703,0.153526007,NA,NA
72,0.552619991,0.520915896,0.518273888,NA,NA,,0.150051467,0.169208844,0.161980851,NA,NA
73,0.583144369,0.549508692,0.584278156,NA,0.585034014,,0.193615283,0.163918514,0.168335499,NA,0.190282824
74,0.629355861,0.52375924,0.611404435,0.59345301,NA,,0.125950103,0.152443475,0.137426881,0.15118228,NA
75,0.532054518,0.511862696,0.521958607,0.599192327,0.544674407,,0.170125075,0.164177802,0.146940997,0.155381491,0.165888953
76,0.50334514,0.488783943,0.504525777,NA,NA,,0.235112475,0.172124234,0.177624338,NA,NA
77,0.439420544,0.500877963,0.478928885,0.464003512,0.459613696,,0.191979601,0.155330406,0.156259461,0.183304335,0.188832054
78,0.453173546,0.420328451,0.486018642,0.5042166,0.485574789,,0.185573594,0.176484199,0.159910711,0.188377339,0.199443001
79,0.570440795,0.474070873,0.611063094,0.579083838,NA,,0.198937838,0.172126469,0.165954839,0.188305572,NA
80,0.605132823,0.531742458,0.543448897,NA,0.611886538,,0.177445657,0.145223071,0.146406369,NA,0.162080956
81,0.588884348,0.484675112,0.59910094,0.633428688,NA,,0.179376831,0.174410835,0.175564662,0.180962683,NA
82,0.604506232,0.600191755,0.576222435,0.517737296,0.591083413,,0.198817565,0.139505618,0.137786822,0.174945218,0.17780688
83,0.564628821,0.479475983,0.55371179,0.554148472,0.558515284,,0.139448796,0.169382391,0.16321894,0.17000795,0.161550514
84,0.567603748,0.51762606,0.506916555,NA,0.552878179,,0.195006061,0.154107606,0.150968137,NA,0.183044721
85,0.608601216,0.489574283,0.599913119,NA,0.606863597,,0.197146837,0.150633753,0.150458552,NA,0.171180411
86,0.598382749,0.526954178,0.55705301,0.526954178,0.588499551,,0.220130483,0.15898914,0.148692092,0.235988317,0.213557862
87,0.54676259,0.524220624,0.634532374,0.567865707,0.536690647,,0.138737709,0.144264654,0.137482841,0.129936892,0.136857363
88,0.561638281,0.483373885,0.52027575,NA,0.534468775,,0.21428121,0.184931029,0.178099346,NA,0.223721089
89,0.569488456,0.497962879,0.638750566,0.601629697,0.591670439,,0.184859573,0.170890562,0.162898226,0.176545603,0.177533169
90,0.599054577,0.537602063,0.585302965,0.584013752,0.595616674,,0.151169726,0.154536624,0.156231014,0.166797125,0.172437166
91,0.536237956,0.500209468,0.527021366,0.65647256,0.580645161,,0.133863489,0.164614662,0.161334461,0.15242315,0.160465292
92,0.552963136,0.568362109,0.592160523,0.479234718,0.554829678,,0.244608455,0.157196204,0.149057008,0.205623794,0.20291211
93,0.576120728,0.501997337,0.55969818,0.612072792,0.594762539,,0.194474401,0.167354773,0.165213281,0.188959037,0.194684367
94,0.639215686,0.554684096,0.552505447,0.635729847,0.619172113,,0.178242658,0.154094048,0.152811932,0.165755477,0.174900511
95,0.570230608,0.503144654,0.585744235,0.54129979,NA,,0.145067722,0.162882553,0.164960303,0.188859208,NA
96,0.522086466,0.49906015,0.565789474,NA,0.577537594,,0.197809452,0.148714177,0.13572603,NA,0.175945376
97,0.619131198,0.537955244,0.57656867,NA,NA,,0.116803271,0.147873981,0.14938022,NA,NA
98,0.58591674,0.514171833,0.569973428,0.58680248,0.592116918,,0.2297835,0.155539951,0.147272814,0.186241134,0.193190553
99,0.565984757,0.561572403,0.540312876,0.658243081,0.557962294,,0.21233003,0.159667576,0.165079217,0.198531478,0.223353551
100,0.597831444,0.458846723,0.550024643,0.559388862,0.581074421,,0.183385704,0.148479653,0.132566627,0.158231279,0.160764309
